var-0,var-1,var-2,var-3,var-4,ETIQ
0.3123,0.4314,0.7884,0.6101,0.3565,0
0.4189,0.4978,0.7724,0.7325,0.3717,0
0.441,0.5461,0.7523,0.8254,0.3629,0
0.415,0.4695,0.7211,0.6936,0.4148,0
0.431,0.4585,0.7984,0.7516,0.3087,0
0.3371,0.5227,0.7192,0.6992,0.3795,0
0.4109,0.5508,0.7182,0.6091,0.3137,0
0.3748,0.4884,0.7226,0.7097,0.1442,0
0.3818,0.4531,0.7515,0.7635,0.4589,0
0.3489,0.5114,0.823,0.536,0.3383,0
0.3955,0.4961,0.6951,0.7424,0.4195,0
0.514,0.488,0.5762,0.6977,0.5883,1
0.5338,0.5737,0.5688,0.5532,0.457,1
0.4787,0.5585,0.5992,0.8433,0.5173,1
0.4343,0.5435,0.6456,0.4075,0.4818,1
0.458,0.615,0.4945,0.7053,0.5052,1
0.4286,0.5979,0.5851,0.6691,0.5095,1
0.4835,0.5264,0.5493,0.6065,0.5286,1
0.521,0.5439,0.6007,0.4612,0.5169,1
0.4005,0.6255,0.5784,0.6114,0.6544,1
0.4213,0.5458,0.5687,0.6961,0.403,1
0.4022,0.5232,0.6075,0.822,0.5897,1
0.4728,0.4866,0.5715,0.5548,0.6807,1
0.4434,0.4953,0.5326,0.6385,0.5125,1
0.4571,0.4449,0.5271,0.6513,0.4368,1
0.5288,0.5172,0.5349,0.7742,0.6137,1
0.4211,0.5045,0.5787,0.5903,0.3821,1
0.4429,0.5319,0.5297,0.652,0.4989,1
0.4471,0.5777,0.5732,0.7831,0.4587,1
0.4257,0.4976,0.5602,0.6788,0.4172,1
0.5962,0.4442,0.6269,0.606,0.4428,1
0.5118,0.6214,0.5821,0.5526,0.6987,1
0.457,0.6386,0.6255,0.5457,0.5426,1
0.4487,0.5843,0.5445,0.6968,0.4526,1
0.4131,0.4659,0.4986,0.6846,0.6036,1
0.5201,0.5923,0.6012,0.7326,0.4802,1
0.4241,0.5089,0.6154,0.6045,0.4886,1
0.4977,0.5016,0.5141,0.5907,0.561,1
0.5329,0.4956,0.5206,0.6668,0.292,1
0.4988,0.5399,0.5816,0.6515,0.5592,1
0.4942,0.5843,0.6024,0.593,0.4481,1
0.53,0.5817,0.5623,0.5858,0.6589,1
0.4805,0.4893,0.5891,0.8522,0.6205,1
0.4813,0.5421,0.5505,0.6919,0.3867,1
0.3929,0.5529,0.5861,0.5317,0.4363,1
0.3902,0.5014,0.4945,0.5637,0.403,1
0.5165,0.4914,0.53,0.5734,0.5273,1
0.5001,0.5327,0.5976,0.7358,0.5811,1
0.6203,0.5532,0.5506,0.7203,0.6963,1
0.5144,0.4974,0.5546,0.7013,0.4717,1
0.4519,0.5379,0.5331,0.6459,0.3941,1
0.3104,0.5409,0.5552,0.7461,0.4469,1
0.488,0.5802,0.5999,0.7277,0.4459,1
0.4894,0.5489,0.5387,0.7351,0.5652,1
0.4138,0.505,0.5131,0.5932,0.3871,1
0.4286,0.5394,0.5533,0.8077,0.4879,1
0.511,0.5241,0.5077,0.7482,0.6804,1
0.3954,0.5899,0.5485,0.5718,0.4749,1
0.5335,0.5362,0.5615,0.6633,0.4408,1
0.4909,0.5543,0.6223,0.81,0.5196,1
0.5213,0.5108,0.5195,0.7331,0.5571,1
0.4974,0.4861,0.5771,0.6565,0.5659,1
0.5192,0.6118,0.5413,0.6425,0.6818,1
0.4904,0.5395,0.5445,0.5874,0.5421,1
0.47,0.4829,0.5633,0.7177,0.4904,1
0.4226,0.5324,0.6283,0.6585,0.5103,1
0.4802,0.5293,0.592,0.8356,0.4206,1
0.415,0.5084,0.5729,0.5208,0.4674,1
0.5647,0.5229,0.5477,0.5786,0.4235,1
0.486,0.527,0.5386,0.5879,0.5301,1
0.4756,0.5265,0.609,0.6186,0.45,1
0.433,0.4954,0.6458,0.6272,0.5062,1
0.5631,0.4999,0.6153,0.6143,0.4593,1
0.4793,0.5152,0.5512,0.4882,0.625,1
0.4843,0.5746,0.5447,0.689,0.4014,1
0.5135,0.5699,0.5528,0.659,0.4997,1
0.459,0.6665,0.5595,0.747,0.4633,1
0.4663,0.4487,0.5983,0.5665,0.4983,1
0.4638,0.5422,0.5664,0.6626,0.6515,1
0.5195,0.513,0.5405,0.7179,0.4459,1
0.505,0.461,0.6142,0.7347,0.5073,1
0.5298,0.5743,0.5146,0.5366,0.4554,1
0.489,0.586,0.5227,0.6904,0.4562,1
0.5369,0.6094,0.5702,0.6806,0.5935,1
0.5296,0.5534,0.5995,0.7376,0.5375,1
0.5617,0.5494,0.5019,0.7406,0.4824,1
0.4269,0.5717,0.5432,0.7245,0.5988,1
0.4923,0.5086,0.5693,0.6254,0.5601,1
0.4855,0.571,0.5653,0.6323,0.4966,1
0.4197,0.4826,0.6147,0.8087,0.6749,1
0.5198,0.4885,0.6079,0.6486,0.4508,1
0.53,0.4643,0.4904,0.6739,0.4362,1
0.556,0.5786,0.6252,0.5865,0.5758,1
0.4759,0.5907,0.4938,0.6237,0.5759,1
0.5174,0.5051,0.6322,0.8046,0.3262,1
0.5091,0.5329,0.5941,0.6392,0.5078,1
0.5537,0.5052,0.5503,0.6149,0.71,1
0.5393,0.5747,0.6544,0.4373,0.5607,1
0.4647,0.5486,0.6048,0.5696,0.4619,1
0.5836,0.5462,0.5529,0.7168,0.492,1
0.4532,0.5875,0.5653,0.7278,0.5877,1
0.4968,0.6471,0.5817,0.5433,0.5509,1
0.5124,0.5482,0.5606,0.7243,0.6078,1
0.4538,0.5761,0.5771,0.734,0.308,1
0.5323,0.4684,0.5795,0.8773,0.536,1
0.5869,0.5455,0.5469,0.657,0.5396,1
0.4759,0.5755,0.6192,0.6649,0.5085,1
0.5177,0.552,0.6092,0.6544,0.5427,1
0.5235,0.5317,0.4933,0.7419,0.504,1
0.5741,0.5504,0.5579,0.7916,0.6638,1
0.5406,0.5329,0.5113,0.7122,0.466,1
0.4133,0.7451,0.32,0.6591,0.5891,2
0.5299,0.8201,0.2605,0.2157,0.6827,2
0.5069,0.4711,0.2465,0.3182,0.3022,2
0.3656,0.6808,0.1474,0.4874,0.5881,2
0.4572,0.7452,0.2827,0.1675,0.3059,2
0.4362,0.6978,0.2965,0.2242,0.6162,2
0.2977,0.6485,0.2387,0.3188,0.4682,2
0.26,0.5144,0.2672,0.3363,0.4169,2
0.2147,0.5222,0.283,0.4726,0.5335,2
0.3773,0.8032,0.3127,0.2918,0.4922,2
0.4257,0.6878,0.1325,0.5854,0.4047,2
0.365,0.7542,0.2367,0.6436,0.3896,2
0.3823,0.8427,0.3457,0.252,0.5812,2
0.2101,0.7354,0.2533,0.422,0.8199,2
0.4551,0.4754,0.171,0.504,0.3347,2
0.3811,0.863,0.3415,0.7432,0.7144,2
0.5121,0.6977,0.2247,0.4707,0.6721,2
0.3782,0.5347,0.2081,0.4234,0.2784,2
0.4397,0.5616,0.311,0.2976,0.5867,2
0.3599,0.6364,0.1108,0.6582,0.3497,2
0.5725,0.7277,0.2949,0.6635,0.1329,2
0.4482,0.5937,0.1882,0.0,0.4154,2
0.2761,0.9468,0.1949,0.3875,0.5569,2
0.3937,0.6688,0.3327,0.6755,0.6498,2
0.1656,0.7846,0.2559,0.6617,0.567,2
0.4591,0.5261,0.0,0.0127,0.3356,2
0.5163,0.6978,0.3163,0.5438,0.3312,2
0.4859,0.7379,0.2134,0.4254,0.483,2
0.4858,0.5023,0.2355,0.3849,0.6357,2
0.6109,0.8169,0.2706,0.6602,0.3356,2
0.2668,0.5273,0.2581,0.0041,0.4767,2
0.2772,0.6048,0.2534,0.5656,0.0967,2
0.3457,0.6545,0.0803,0.1699,0.7474,2
0.3128,0.5528,0.3386,0.7203,0.5387,2
0.3991,0.726,0.2306,0.1882,0.4838,2
0.396,0.5368,0.2638,0.4084,0.2579,2
0.451,0.6398,0.2966,0.4708,0.3028,2
0.6576,0.5968,0.2247,0.2852,0.4419,2
0.3293,0.674,0.2356,0.3318,0.178,2
0.1268,0.6903,0.1971,0.5034,0.445,2
0.3412,0.5807,0.2655,0.2252,0.593,2
0.3144,0.7067,0.3502,0.2835,0.5126,2
0.2497,0.7892,0.2299,0.169,0.0339,2
0.2378,0.6885,0.2384,0.6101,0.5113,2
0.428,0.7718,0.3461,0.4906,0.4416,2
0.2094,0.8371,0.0928,0.5883,1.0,2
0.5929,0.7275,0.2185,0.5444,0.4724,2
0.475,0.7019,0.3065,0.1797,0.4844,2
0.3963,0.5779,0.1028,0.7707,0.3518,2
0.509,0.749,0.2816,0.0555,0.1406,2
0.2017,0.5105,0.1711,0.1513,0.7297,2
0.2212,0.4317,0.242,0.054,0.504,2
0.1579,0.7086,0.2709,0.1747,0.6126,2
0.4304,0.7079,0.4086,0.0301,0.3452,2
0.3039,0.8427,0.2675,0.3771,0.8382,2
0.2283,0.4806,0.3898,0.4691,0.211,2
0.0,0.5462,0.1892,0.5793,0.3573,2
0.4109,0.7469,0.1227,0.4682,0.2816,2
0.1542,0.5744,0.3785,0.306,0.2409,2
0.3605,0.6611,0.3162,0.141,0.2945,2
0.3655,0.7649,0.2547,0.7873,0.7526,2
0.3281,0.633,0.1061,0.2959,0.3053,2
0.4216,0.7925,0.1982,0.5959,0.6216,2
0.1372,0.6708,0.2006,0.4562,0.645,2
0.4337,0.5527,0.3623,0.4356,0.7191,2
0.2346,0.7122,0.1364,0.5537,0.4132,2
0.4438,0.6389,0.1428,0.4247,0.3874,2
0.5459,0.7181,0.2453,0.3606,0.7985,2
0.3254,0.6913,0.2824,0.2894,0.6963,2
0.3766,0.6586,0.2086,0.9296,0.4031,2
0.6285,0.6935,0.1807,0.5708,0.5578,2
0.5121,0.7463,0.2281,0.4137,0.3327,2
0.2707,0.8965,0.1083,0.355,0.0505,2
0.2378,0.6736,0.2627,0.2692,0.288,2
0.3413,0.5093,0.246,0.1503,0.2638,2
0.0386,0.6541,0.198,0.5555,0.7505,2
0.2226,0.7318,0.3253,0.3647,0.3335,2
0.4841,0.7217,0.3703,0.2014,0.4528,2
0.3089,0.714,0.1417,0.4841,0.4617,2
0.5327,0.6001,0.3624,0.5901,0.3912,2
0.1234,0.7609,0.3426,0.4323,0.4918,2
0.4549,0.6747,0.279,0.3259,0.6187,2
0.4975,0.6217,0.3586,0.3465,0.6128,2
0.3883,0.413,0.1419,0.4435,0.5123,2
0.4449,0.848,0.172,0.638,0.7152,2
0.2792,0.5804,0.2983,0.1628,0.8801,2
0.3432,0.5333,0.1367,0.183,0.4257,2
0.3357,0.7125,0.3518,0.2096,0.5521,2
0.3604,0.5846,0.3004,0.1556,0.0,2
0.363,0.872,0.2743,0.1371,0.4632,2
0.264,0.6062,0.2603,0.3573,0.0595,2
0.179,0.5447,0.4112,1.0,0.6245,2
0.2516,0.6791,0.3454,0.296,0.3637,2
0.39,0.7127,0.2314,0.4064,0.3203,2
0.349,0.5614,0.3958,0.2063,0.4175,2
0.3972,0.6693,0.2924,0.5313,0.5855,2
0.4919,0.6775,0.3638,0.402,0.7417,2
0.2186,0.6549,0.2159,0.435,0.5151,2
0.5791,0.5851,0.2597,0.453,0.2086,2
0.4722,0.6713,0.162,0.5558,0.7615,2
0.3833,0.3823,0.8865,0.6087,0.5652,3
0.4293,0.3043,0.9675,0.6138,0.3678,3
0.4638,0.4108,0.9415,0.6621,0.4726,3
0.4849,0.3941,0.9535,0.5776,0.467,3
0.4839,0.4209,0.9891,0.4697,0.4813,3
0.4243,0.4354,0.9222,0.6079,0.3857,3
0.4504,0.3685,0.9401,0.6278,0.4775,3
0.4338,0.4161,0.9064,0.5327,0.4035,3
0.4191,0.4164,0.9049,0.2898,0.6092,3
0.4521,0.4142,0.8681,0.6188,0.4863,3
0.3995,0.4159,0.9033,0.5886,0.4097,3
0.4621,0.4083,0.9862,0.4889,0.5326,3
0.4595,0.386,0.9061,0.5754,0.4224,3
0.4175,0.4099,0.9431,0.5591,0.4725,3
0.4611,0.3703,0.9649,0.393,0.3813,3
0.4194,0.4147,0.9407,0.4589,0.5077,3
0.4525,0.4699,0.9004,0.4931,0.4891,3
0.4238,0.4145,0.9462,0.5974,0.5921,3
0.3466,0.4293,0.9351,0.5304,0.5039,3
0.4098,0.4393,0.9058,0.5946,0.4383,3
0.3312,0.4006,0.9346,0.5706,0.4166,3
0.4986,0.3824,0.9546,0.5178,0.4377,3
0.4193,0.451,0.9333,0.586,0.4637,3
0.3834,0.3787,0.9302,0.5408,0.3463,3
0.4331,0.418,0.8925,0.5385,0.3565,3
0.4554,0.4184,0.9591,0.5796,0.4721,3
0.4949,0.3641,0.9055,0.6443,0.5278,3
0.3963,0.4401,0.961,0.5813,0.5279,3
0.3387,0.4159,0.9134,0.5585,0.3588,3
0.3963,0.4077,0.9156,0.5841,0.3807,3
0.4231,0.3745,0.9366,0.5105,0.5597,3
0.4382,0.3986,0.8981,0.4514,0.4304,3
0.4527,0.4103,0.9271,0.5339,0.4816,3
0.4257,0.4025,0.8997,0.6153,0.4884,3
0.3587,0.4565,0.9017,0.6241,0.4611,3
0.31,0.4443,0.9235,0.4777,0.4788,3
0.4331,0.4506,0.9558,0.5036,0.5919,3
0.4498,0.3714,0.9695,0.4784,0.5201,3
0.455,0.4104,0.911,0.4062,0.6281,3
0.3521,0.2944,0.8891,0.4743,0.5319,3
0.4639,0.3608,0.9216,0.6038,0.5174,3
0.4788,0.4193,0.9779,0.4347,0.337,3
0.4319,0.4405,0.9203,0.4862,0.5638,3
0.4368,0.4755,0.9522,0.4054,0.5693,3
0.4489,0.4121,0.8768,0.4933,0.6834,3
0.3881,0.421,0.9398,0.4844,0.4133,3
0.4811,0.3929,0.9336,0.5743,0.5735,3
0.3946,0.4246,0.8589,0.5147,0.5858,3
0.4519,0.3927,0.9306,0.4366,0.5653,3
0.3969,0.3857,0.9543,0.6328,0.4607,3
0.3717,0.4284,0.8906,0.505,0.5273,3
0.3664,0.421,0.8867,0.3937,0.4239,3
0.3932,0.4281,0.9024,0.4213,0.6551,3
0.3608,0.4159,0.9003,0.5029,0.4464,3
0.4417,0.4223,0.9526,0.3699,0.4595,3
0.3791,0.4266,0.908,0.4239,0.4866,3
0.4325,0.4152,0.9199,0.3275,0.513,3
0.4387,0.4106,0.9722,0.5497,0.4373,3
0.4184,0.4385,0.9502,0.569,0.5358,3
0.4149,0.4058,0.8888,0.5497,0.499,3
0.4795,0.3255,0.9487,0.4935,0.4635,3
0.3814,0.3877,0.9774,0.4742,0.5175,3
0.3483,0.4224,0.9593,0.5452,0.3744,3
0.4109,0.4035,0.9961,0.5036,0.3863,3
0.4536,0.3411,0.8997,0.6113,0.4912,3
0.4692,0.4252,0.8926,0.3542,0.5475,3
0.4751,0.4173,0.9805,0.5119,0.4181,3
0.3559,0.3349,0.9068,0.5576,0.5627,3
0.4399,0.3768,0.9538,0.284,0.4852,3
0.4324,0.4224,0.9346,0.4312,0.5326,3
0.434,0.4104,0.9125,0.4305,0.411,3
0.4221,0.3846,0.916,0.4606,0.5181,3
0.3783,0.4274,0.9133,0.5499,0.4016,3
0.4799,0.3891,0.9055,0.435,0.5945,3
0.4153,0.3779,0.9358,0.3782,0.4231,3
0.3701,0.4002,0.9397,0.5294,0.5892,3
0.3606,0.3909,0.9329,0.7237,0.5322,3
0.4405,0.5019,0.8971,0.5183,0.4978,3
0.4507,0.4449,0.8536,0.6152,0.4833,3
0.4467,0.3745,0.9809,0.3442,0.383,3
0.4071,0.4021,0.9422,0.3899,0.4378,3
0.4005,0.3758,0.9556,0.4864,0.5028,3
0.3901,0.4313,0.9429,0.571,0.5327,3
0.4066,0.3838,0.9069,0.6903,0.6012,3
0.4358,0.3837,0.9756,0.4844,0.5917,3
0.5277,0.3431,0.9158,0.474,0.5354,3
0.4622,0.374,0.9405,0.6822,0.379,3
0.4143,0.4038,0.9302,0.4418,0.5086,3
0.4687,0.3698,1.0,0.3738,0.626,3
0.4282,0.3928,0.9481,0.6213,0.426,3
0.4503,0.4837,0.9126,0.5574,0.5264,3
0.3621,0.4382,0.9589,0.4472,0.6027,3
0.4551,0.3787,0.9433,0.5527,0.5014,3
0.4267,0.398,0.9316,0.5527,0.5371,3
0.431,0.3928,0.936,0.4269,0.4335,3
0.408,0.3934,0.8904,0.528,0.5293,3
0.3868,0.4163,0.8983,0.5157,0.5011,3
0.4575,0.3701,0.9273,0.461,0.3712,3
0.3671,0.4408,0.9182,0.4327,0.5534,3
0.4044,0.4473,0.8831,0.5574,0.5721,3
0.4291,0.3793,0.6423,0.9046,0.3612,4
0.405,0.3605,0.6301,0.7846,0.3244,4
0.3979,0.3767,0.6342,0.7542,0.4279,4
0.4434,0.3851,0.6453,0.8594,0.4184,4
0.4095,0.3996,0.6312,0.7938,0.4059,4
0.4266,0.3842,0.6313,0.8312,0.4322,4
0.4202,0.3492,0.6199,0.8098,0.3431,4
0.4268,0.3805,0.6254,0.8213,0.3174,4
0.3988,0.3783,0.6402,0.8236,0.3261,4
0.3685,0.3679,0.6165,0.8555,0.3546,4
0.4016,0.3583,0.6225,0.8008,0.3956,4
0.3827,0.3397,0.6292,0.7378,0.3236,4
0.4375,0.411,0.6185,0.8104,0.4114,4
0.3822,0.4144,0.6185,0.7566,0.2983,4
0.4372,0.3985,0.6303,0.9112,0.3259,4
0.3771,0.388,0.6153,0.7682,0.3466,4
0.4149,0.3711,0.637,0.8437,0.3091,4
0.4482,0.375,0.6064,0.8261,0.3544,4
0.4583,0.38,0.6631,0.839,0.3812,4
0.4327,0.3983,0.6344,0.8591,0.3552,4
0.4095,0.3554,0.6397,0.7722,0.3892,4
0.4433,0.3748,0.6071,0.8405,0.344,4
0.4154,0.3747,0.6156,0.8583,0.3837,4
0.3824,0.3645,0.6057,0.7957,0.3212,4
0.4704,0.3882,0.6499,0.8576,0.3746,4
0.4375,0.3815,0.6263,0.8466,0.4194,4
0.4535,0.3758,0.6319,0.8364,0.3442,4
0.4172,0.4172,0.6149,0.7661,0.3722,4
0.4108,0.351,0.6314,0.7949,0.3893,4
0.3911,0.3661,0.5976,0.8865,0.3543,4
0.4622,0.3785,0.6242,0.7934,0.4003,4
0.3998,0.3302,0.6431,0.8704,0.3549,4
0.4194,0.3735,0.6026,0.8989,0.3086,4
0.4667,0.3698,0.6017,0.8439,0.3005,4
0.3913,0.379,0.6165,0.8174,0.367,4
0.4409,0.3582,0.6376,0.8418,0.2939,4
0.4066,0.3885,0.609,0.8091,0.4023,4
0.4205,0.3563,0.602,0.806,0.3695,4
0.4574,0.3623,0.6227,0.8328,0.3624,4
0.3886,0.342,0.6248,0.827,0.3452,4
0.3907,0.3886,0.6318,0.82,0.3316,4
0.4302,0.367,0.6162,0.8366,0.4229,4
0.469,0.3906,0.6188,0.8997,0.3826,4
0.4169,0.4067,0.6049,0.7934,0.3615,4
0.408,0.3713,0.6508,0.7578,0.3733,4
0.4264,0.383,0.6439,0.8818,0.3428,4
0.4166,0.3803,0.5968,0.808,0.3435,4
0.4547,0.4198,0.6287,0.9362,0.378,4
0.3999,0.4159,0.6335,0.7892,0.3722,4
0.41,0.3982,0.6258,0.8104,0.3573,4
0.3702,0.3438,0.6234,0.785,0.3664,4
0.4732,0.3755,0.6375,0.872,0.3197,4
0.3909,0.3687,0.6378,0.8859,0.3358,4
0.4191,0.3486,0.6172,0.8351,0.3151,4
0.4451,0.3992,0.6315,0.7782,0.3449,4
0.4361,0.3934,0.6261,0.8681,0.337,4
0.4257,0.3542,0.6033,0.7973,0.383,4
0.399,0.3779,0.6186,0.8202,0.2523,4
0.4578,0.3884,0.6276,0.8724,0.3712,4
0.414,0.3674,0.651,0.8978,0.3838,4
0.3943,0.4056,0.617,0.864,0.3011,4
0.3815,0.3771,0.6344,0.8492,0.302,4
0.4015,0.388,0.6391,0.8446,0.3816,4
0.4312,0.3841,0.6303,0.8352,0.4494,4
0.4019,0.3791,0.617,0.8167,0.3727,4
0.4125,0.3719,0.6432,0.7883,0.4116,4
0.4065,0.3872,0.6165,0.7689,0.404,4
0.4179,0.3345,0.6273,0.7714,0.4152,4
0.4319,0.3833,0.6279,0.7685,0.3702,4
0.4376,0.4043,0.6062,0.8222,0.3142,4
0.4378,0.3888,0.6009,0.8639,0.3776,4
0.4169,0.3502,0.6061,0.847,0.3272,4
0.3887,0.3593,0.6114,0.8037,0.4371,4
0.4111,0.3836,0.6323,0.8633,0.2969,4
0.3836,0.3737,0.6175,0.8419,0.272,4
0.4192,0.3409,0.6198,0.8465,0.3918,4
0.3834,0.3623,0.6156,0.8401,0.3518,4
0.4067,0.3811,0.6381,0.7997,0.3273,4
0.428,0.358,0.579,0.8692,0.4096,4
0.4056,0.3705,0.637,0.9526,0.3036,4
0.432,0.3793,0.6187,0.8154,0.4039,4
0.4151,0.3963,0.6059,0.8115,0.4136,4
0.4228,0.3519,0.6073,0.8542,0.3598,4
0.4277,0.373,0.6242,0.8663,0.3695,4
0.4297,0.3598,0.6269,0.8527,0.3897,4
0.4072,0.3582,0.6018,0.8638,0.3522,4
0.4192,0.3656,0.5865,0.7898,0.3464,4
0.4403,0.3777,0.6131,0.8875,0.4129,4
0.424,0.3625,0.6189,0.8262,0.3257,4
0.3835,0.3849,0.6475,0.8779,0.3814,4
0.4025,0.3885,0.6371,0.7924,0.4253,4
0.3964,0.367,0.6183,0.816,0.3188,4
0.4091,0.3519,0.6361,0.7768,0.3605,4
0.4081,0.3547,0.6197,0.8337,0.3714,4
0.3925,0.3868,0.6311,0.7661,0.3699,4
0.4206,0.3669,0.6274,0.8097,0.392,4
0.4421,0.384,0.6193,0.8806,0.3583,4
0.4069,0.3904,0.6265,0.8102,0.4079,4
0.4678,0.3555,0.6299,0.7928,0.3808,4
0.3985,0.3527,0.6364,0.7806,0.3836,4
0.6546,0.9502,0.2056,0.626,0.3405,5
0.6403,0.9393,0.2173,0.728,0.437,5
0.6121,0.9176,0.2089,0.6346,0.395,5
0.6162,0.9376,0.2192,0.7313,0.4005,5
0.6683,0.9197,0.2068,0.6096,0.494,5
0.6353,0.9247,0.2058,0.7778,0.4226,5
0.6317,0.9627,0.2308,0.7074,0.3577,5
0.6351,0.9399,0.1992,0.7884,0.3557,5
0.6475,0.9684,0.2229,0.6977,0.3336,5
0.6274,0.9819,0.1969,0.7976,0.4003,5
0.6353,0.9292,0.1816,0.7198,0.4328,5
0.6326,0.9212,0.2159,0.6336,0.4123,5
0.6392,0.9823,0.2159,0.7175,0.4182,5
0.6157,0.9166,0.2477,0.7362,0.3558,5
0.6293,0.944,0.1955,0.7426,0.4215,5
0.6242,0.9509,0.208,0.7747,0.3278,5
0.6364,0.9361,0.2287,0.6793,0.4511,5
0.6424,0.9756,0.2266,0.6993,0.4153,5
0.699,0.9377,0.2251,0.683,0.4502,5
0.6601,0.9814,0.2265,0.7284,0.4119,5
0.6526,0.9582,0.1881,0.7295,0.3264,5
0.6767,0.934,0.2304,0.7094,0.3369,5
0.6311,0.9634,0.2259,0.7532,0.3881,5
0.5797,0.9767,0.2024,0.6712,0.4449,5
0.6793,0.9268,0.1919,0.6697,0.312,5
0.6478,0.9389,0.1887,0.662,0.4217,5
