var-0,var-1,var-2,ETIQ
0.7979,0.0353,0.6956,2
0.8497,0.0493,0.6858,2
0.7899,0.0475,0.7077,2
0.797,0.0894,0.7103,2
0.7727,0.0651,0.6789,2
0.7895,0.0796,0.6939,2
0.7838,0.0348,0.7204,2
0.7898,0.0,0.7034,2
0.7988,0.0648,0.6584,2
0.7547,0.0648,0.6704,2
0.7885,0.0512,0.6837,2
0.7722,0.0339,0.7254,2
0.8121,0.0567,0.7322,2
0.7857,0.036,0.7042,2
0.7788,0.056,0.7034,2
0.7995,0.0439,0.696,2
0.7803,0.0493,0.6793,2
0.7666,0.08,0.6843,2
0.8181,0.0612,0.7233,2
0.7641,0.0644,0.6596,2
0.7436,0.0789,0.6563,2
0.7975,0.0235,0.721,2
0.8057,0.0889,0.6855,2
0.8259,0.0166,0.7008,2
0.7865,0.057,0.7074,2
0.7776,0.0295,0.7104,2
0.769,0.0559,0.7073,2
0.7432,0.0748,0.6548,2
0.8174,0.0352,0.7143,2
0.7734,0.0428,0.671,2
0.761,0.1039,0.6598,2
0.8165,0.0435,0.6901,2
0.7813,0.0192,0.7284,2
0.8044,0.053,0.6825,2
0.7934,0.0507,0.7084,2
0.8107,0.0523,0.6731,2
0.7788,0.1014,0.688,2
0.7745,0.0282,0.6784,2
0.785,0.072,0.7077,2
0.7517,0.0367,0.6835,2
0.7787,0.0021,0.6523,2
0.8148,0.0416,0.6506,2
0.7829,0.0375,0.6971,2
0.8081,0.0539,0.6994,2
0.8238,0.0569,0.7455,2
0.8375,0.0205,0.6778,2
0.8308,0.0515,0.7053,2
0.8056,0.0596,0.6994,2
0.8098,0.0574,0.7121,2
0.8159,0.0298,0.7067,2
0.8058,0.0548,0.6916,2
0.7488,0.0662,0.6854,2
0.7949,0.0543,0.6608,2
0.8244,0.052,0.6852,2
0.8562,0.0414,0.6913,2
0.7964,0.0635,0.6845,2
0.7947,0.0576,0.6572,2
0.7825,0.0479,0.685,2
0.8081,0.0692,0.6621,2
0.7505,0.0335,0.7256,2
0.788,0.0301,0.6706,2
0.8111,0.0525,0.6992,2
0.805,0.0314,0.6593,2
0.7901,0.0433,0.6677,2
0.8005,0.0671,0.6989,2
0.8071,0.0443,0.7102,2
0.7924,0.0535,0.6874,2
0.7632,0.0498,0.6606,2
0.8083,0.0652,0.6959,2
0.7867,0.0729,0.6813,2
0.764,0.0616,0.6842,2
0.7948,0.0578,0.6454,2
0.7882,0.0784,0.6893,2
0.777,0.0332,0.6475,2
0.7978,0.0224,0.6821,2
0.8101,0.0472,0.7139,2
0.81,0.0928,0.6746,2
0.7703,0.0545,0.7061,2
0.8159,0.0136,0.7302,2
0.8099,0.056,0.6654,2
0.7884,0.0148,0.6789,2
0.8165,0.0376,0.6943,2
0.7921,0.0464,0.7085,2
0.7979,0.0389,0.6722,2
0.8138,0.0978,0.6636,2
0.7747,0.0617,0.6937,2
0.7983,0.0072,0.7501,2
0.8385,0.0276,0.6643,2
0.8185,0.0872,0.7099,2
0.79,0.0736,0.6218,2
0.7933,0.0417,0.7006,2
0.7537,0.8253,0.3165,3
0.7451,0.9405,0.4349,3
0.7496,0.7869,0.3057,3
0.7738,0.9029,0.3914,3
0.6553,0.897,0.3683,3
0.6543,0.8582,0.3208,3
0.7389,0.8948,0.3036,3
0.6696,0.8978,0.3881,3
0.7144,0.8759,0.3419,3
0.7905,0.8049,0.3478,3
0.7366,0.842,0.3839,3
0.7277,0.8671,0.3505,3
0.734,0.7778,0.3044,3
0.6981,0.8584,0.3665,3
0.7395,0.9929,0.3598,3
0.7366,0.8576,0.3399,3
0.6996,0.9694,0.3597,3
0.762,0.9228,0.3615,3
0.6911,0.8535,0.3713,3
0.6714,0.8744,0.4193,3
0.7589,0.8664,0.3336,3
0.7583,0.8548,0.4147,3
0.8053,0.8331,0.4543,3
0.7801,0.9212,0.3429,3
0.6403,0.8361,0.3461,3
0.7544,0.9245,0.3371,3
0.7209,0.9149,0.3178,3
0.6242,0.7953,0.3645,3
0.667,0.8498,0.4202,3
0.7236,0.8889,0.2885,3
0.729,0.9136,0.3389,3
0.7329,0.8597,0.345,3
0.7188,0.8765,0.3071,3
0.7079,0.8153,0.2816,3
0.6543,0.9003,0.3856,3
0.7673,0.8437,0.3238,3
0.6934,0.8437,0.2454,3
0.6525,0.8887,0.3938,3
0.7254,0.9047,0.3078,3
0.7013,0.8732,0.3883,3
0.6959,0.9272,0.3632,3
0.6952,0.8989,0.3987,3
0.7419,0.8225,0.3225,3
0.7009,0.8433,0.3526,3
0.761,0.8603,0.2951,3
0.705,0.8831,0.3172,3
0.6614,0.9107,0.3482,3
0.7541,0.8221,0.3623,3
0.7749,0.8991,0.3665,3
0.7147,0.9697,0.3535,3
0.7485,0.8646,0.3416,3
0.7622,1.0,0.391,3
0.6458,0.9164,0.3623,3
0.7747,0.8933,0.4127,3
0.6593,0.7606,0.3163,3
0.6987,0.8208,0.3449,3
0.8176,0.8825,0.3691,3
0.7598,0.8791,0.4182,3
0.6522,0.9355,0.3303,3
0.6672,0.8869,0.4228,3
0.762,0.8809,0.3379,3
0.7235,0.863,0.3036,3
0.707,0.8819,0.2758,3
0.722,0.9111,0.4367,3
0.7284,0.8349,0.3461,3
0.7953,0.8766,0.3619,3
0.7478,0.842,0.2895,3
0.6868,0.9367,0.3393,3
0.7696,0.9374,0.3536,3
0.7626,0.7803,0.3258,3
0.7885,0.8822,0.3747,3
0.7098,0.9112,0.3482,3
0.7232,0.9048,0.2485,3
0.7286,0.9199,0.3464,3
0.7871,0.8381,0.3504,3
0.7056,0.9209,0.3144,3
0.7714,0.8935,0.2806,3
0.6694,0.9301,0.3878,3
0.73,0.882,0.3529,3
0.7042,0.8831,0.3347,3
0.7603,0.8698,0.3555,3
0.8103,0.9074,0.3699,3
0.7292,0.9192,0.3309,3
0.6868,0.8469,0.3378,3
0.6958,0.9196,0.3904,3
0.7561,0.9434,0.3089,3
0.6563,0.8494,0.3472,3
0.7347,0.8317,0.3658,3
0.8398,0.9134,0.3229,3
0.6968,0.9185,0.3517,3
0.7474,0.8663,0.408,3
0.6863,0.9213,0.3632,3
0.6785,0.8968,0.2949,3
0.694,0.8479,0.3174,3
0.6225,0.917,0.3773,3
0.701,0.8805,0.3904,3
0.6716,0.908,0.3687,3
0.6807,0.9194,0.2739,3
0.7601,0.8933,0.3104,3
0.6195,0.8587,0.3492,3
0.1517,0.4349,0.799,4
0.1184,0.5543,0.7643,4
0.1891,0.5373,0.8101,4
0.2033,0.634,0.9449,4
0.1772,0.4809,0.8232,4
0.2152,0.6459,0.8903,4
0.3271,0.6127,0.8325,4
0.2511,0.5378,0.7722,4
0.1453,0.5071,0.7906,4
0.153,0.5312,0.8197,4
0.1182,0.5283,0.8291,4
0.149,0.6368,0.8816,4
0.1683,0.5937,0.8813,4
0.1714,0.5629,0.896,4
0.2308,0.6101,0.8592,4
0.1212,0.6095,0.8627,4
0.2082,0.4339,0.8643,4
0.1989,0.5418,0.836,4
0.1703,0.4237,0.8221,4
0.159,0.448,0.8337,4
0.1575,0.5414,0.7943,4
0.1411,0.4682,0.7663,4
0.1295,0.5539,0.8927,4
0.2421,0.5081,0.9089,4
0.151,0.5084,0.8005,4
0.0105,0.4931,0.8876,4
0.1159,0.4877,0.858,4
0.1584,0.5781,0.8359,4
0.1531,0.515,1.0,4
0.163,0.6574,0.745,4
0.1226,0.666,0.75,4
0.2201,0.5803,0.8969,4
0.2175,0.6159,0.842,4
0.1738,0.4294,0.802,4
0.1465,0.5136,0.8198,4
0.3206,0.4881,0.8341,4
0.3125,0.4745,0.9027,4
0.1406,0.5914,0.7859,4
0.2224,0.3817,0.813,4
0.1485,0.5075,0.8169,4
0.1723,0.5797,0.7855,4
0.2353,0.5886,0.8041,4
0.1834,0.4921,0.7528,4
0.1215,0.5507,0.7205,4
0.0957,0.6703,0.9604,4
0.3019,0.7284,0.8569,4
0.1981,0.532,0.8579,4
0.1328,0.5054,0.8332,4
0.2755,0.5073,0.7568,4
0.2073,0.4703,0.8656,4
0.2485,0.5549,0.8819,4
0.1881,0.623,0.8393,4
0.2079,0.4819,0.966,4
0.0205,0.5537,0.6636,4
0.2167,0.5625,0.9503,4
0.19,0.6368,0.7054,4
0.2713,0.4466,0.8638,4
0.2151,0.5334,0.9474,4
0.2411,0.6035,0.8606,4
0.0952,0.463,0.7742,4
0.1302,0.5222,0.9716,4
0.2804,0.5103,0.7517,4
0.3432,0.7041,0.8467,4
0.1754,0.5542,0.8926,4
0.1774,0.5719,0.8771,4
0.2497,0.4871,0.9421,4
0.0,0.499,0.7941,4
0.17,0.583,0.796,4
0.2079,0.5591,0.7782,4
0.0895,0.597,0.7906,4
0.2314,0.6182,0.7997,4
0.0652,0.6197,0.8135,4
0.2189,0.5707,0.8707,4
0.3179,0.6076,0.8008,4
0.105,0.649,0.9153,4
0.2363,0.7046,0.992,4
0.195,0.6414,0.9229,4
0.1631,0.793,0.9018,4
0.1868,0.5908,0.8413,4
0.1729,0.479,0.8376,4
0.3645,0.6655,0.7529,4
0.1927,0.6092,0.8734,4
0.1877,0.5108,0.7795,4
0.3177,0.4973,0.7791,4
0.3069,0.5653,0.7725,4
0.2313,0.652,0.7996,4
0.2214,0.4851,0.7508,4
0.208,0.5008,0.8138,4
0.3205,0.6371,0.9091,4
0.1395,0.4906,0.8309,4
0.2301,0.6396,0.8415,4
0.179,0.5747,0.8771,4
0.3057,0.4883,0.8292,4
0.1686,0.6903,0.882,4
0.1369,0.5008,0.811,4
0.2048,0.4752,0.9154,4
0.2437,0.7107,0.8135,4
0.4182,0.5575,0.8099,4
0.1711,0.4321,0.8647,4
0.2942,0.5623,0.8219,4
