var-0,var-1,var-2,ETIQ
0.2153,0.7308,0.0718,0
0.2631,0.7346,0.0479,0
0.282,0.7072,0.0506,0
0.242,0.7394,0.0281,0
0.2878,0.7126,0.0467,0
0.2607,0.715,0.0421,0
0.2765,0.731,0.0425,0
0.2901,0.7363,0.0704,0
0.2297,0.6925,0.0484,0
0.2571,0.7054,0.093,0
0.2675,0.7163,0.0927,0
0.2805,0.7293,0.0542,0
0.2506,0.7303,0.0776,0
0.2847,0.7388,0.0605,0
0.291,0.6837,0.0261,0
0.2403,0.7508,0.0611,0
0.2487,0.7132,0.0206,0
0.238,0.763,0.0991,0
0.2539,0.7176,0.0628,0
0.2505,0.7205,0.0183,0
0.2464,0.6559,0.0564,0
0.2731,0.719,0.0633,0
0.2793,0.7203,0.0632,0
0.2643,0.6682,0.0681,0
0.2995,0.7677,0.05,0
0.2871,0.7051,0.0584,0
0.8938,0.5921,0.4908,1
0.9929,0.557,0.5876,1
0.8761,0.5478,0.5557,1
0.9248,0.5244,0.573,1
0.8926,0.544,0.5545,1
0.9801,0.531,0.5617,1
0.9218,0.5413,0.5337,1
0.9318,0.463,0.5447,1
0.9468,0.5815,0.5737,1
0.9765,0.5488,0.5798,1
0.921,0.5421,0.5971,1
0.9734,0.5664,0.5828,1
0.8897,0.5838,0.5758,1
0.9691,0.5034,0.6065,1
0.9258,0.551,0.6049,1
0.9199,0.5755,0.5664,1
0.8858,0.543,0.5238,1
0.9098,0.5278,0.5972,1
0.9134,0.5649,0.5954,1
0.8837,0.6054,0.5692,1
0.9265,0.5075,0.6248,1
0.9579,0.4858,0.5328,1
0.9511,0.5822,0.5799,1
0.9521,0.4799,0.5792,1
0.9579,0.5265,0.5559,1
0.9379,0.5137,0.5802,1
0.9254,0.569,0.5971,1
0.9008,0.5958,0.5477,1
0.9075,0.6011,0.5945,1
0.959,0.5363,0.5532,1
0.9225,0.5231,0.5518,1
0.9156,0.5626,0.5552,1
0.8957,0.5111,0.5714,1
0.9656,0.5362,0.535,1
0.9493,0.4859,0.5931,1
0.9408,0.5382,0.5682,1
0.8707,0.5101,0.5754,1
0.9021,0.6055,0.604,1
0.8819,0.5425,0.5308,1
0.9008,0.5659,0.5961,1
0.914,0.5809,0.563,1
0.9006,0.5508,0.5647,1
0.9587,0.5041,0.5508,1
0.9265,0.5272,0.5568,1
0.8987,0.5523,0.6079,1
0.9113,0.5919,0.5501,1
0.8973,0.5417,0.6105,1
0.9856,0.5438,0.57,1
0.9693,0.5308,0.5777,1
0.9063,0.5346,0.5831,1
0.9269,0.5006,0.5736,1
0.9309,0.5582,0.5766,1
0.9486,0.5554,0.5955,1
0.9023,0.5431,0.5716,1
0.9396,0.5525,0.5928,1
0.9641,0.5397,0.5467,1
0.9209,0.5462,0.5783,1
0.9264,0.52,0.5577,1
0.9377,0.4982,0.5844,1
0.9203,0.6124,0.5864,1
0.9049,0.5304,0.5867,1
0.9057,0.5316,0.5597,1
0.918,0.5861,0.534,1
0.8839,0.5706,0.6013,1
0.895,0.5754,0.5681,1
0.9535,0.5353,0.5585,1
0.9094,0.6024,0.6365,1
0.904,0.5552,0.6269,1
0.8851,0.5524,0.555,1
0.9376,0.5353,0.5381,1
0.9052,0.5792,0.5874,1
0.8788,0.5828,0.5449,1
0.9515,0.595,0.5747,1
0.9298,0.5597,0.5169,1
0.9457,0.5303,0.5504,1
0.8999,0.5081,0.5409,1
0.9221,0.5576,0.598,1
0.8803,0.5876,0.5506,1
0.9286,0.5677,0.5152,1
0.9204,0.5304,0.5164,1
0.9071,0.5127,0.6016,1
0.8696,0.5623,0.5821,1
0.8651,0.4715,0.6002,1
0.9611,0.5425,0.5834,1
1.0,0.5448,0.5612,1
0.9532,0.6257,0.5857,1
0.938,0.5903,0.5895,1
0.894,0.5659,0.5765,1
0.8468,0.5852,0.555,1
0.8988,0.5281,0.5852,1
0.933,0.5713,0.5208,1
0.9509,0.5696,0.5768,1
0.9029,0.5648,0.6186,1
0.9024,0.5827,0.5138,1
0.9637,0.5555,0.582,1
0.9387,0.5616,0.5837,1
0.9529,0.52,0.5829,1
0.9285,0.5934,0.5664,1
0.8856,0.5677,0.6199,1
0.8975,0.5319,0.5582,1
0.461,0.0803,0.6536,2
0.4993,0.0813,0.6882,2
0.5161,0.074,0.6778,2
0.5068,0.0929,0.6783,2
0.4549,0.0171,0.6919,2
0.497,0.0292,0.6925,2
0.4411,0.0693,0.6487,2
0.5443,0.0679,0.6756,2
0.5115,0.087,0.694,2
0.5013,0.0744,0.6777,2
0.4403,0.0938,0.702,2
0.4774,0.046,0.6791,2
0.4932,0.089,0.6891,2
0.4918,0.0834,0.6824,2
0.5758,0.0579,0.6287,2
0.471,0.0965,0.6725,2
0.4756,0.1285,0.6625,2
0.4672,0.1258,0.6897,2
0.4796,0.1656,0.6461,2
0.4895,0.0168,0.6723,2
0.4719,0.1439,0.6239,2
0.5086,0.0909,0.6338,2
0.506,0.1188,0.7043,2
0.5504,0.0317,0.682,2
0.5325,0.1069,0.6684,2
0.4546,0.09,0.7184,2
0.4521,0.0886,0.6853,2
0.4939,0.0834,0.6897,2
0.4553,0.071,0.7405,2
0.5081,0.1141,0.6859,2
0.5402,0.097,0.6953,2
0.5347,0.0927,0.6956,2
0.4785,0.0623,0.6877,2
0.4557,0.1053,0.66,2
0.5015,0.0686,0.629,2
0.4578,0.128,0.6943,2
0.5223,0.0679,0.6496,2
0.5114,0.114,0.7022,2
0.5049,0.0538,0.7244,2
0.4809,0.1089,0.6826,2
0.5049,0.105,0.7529,2
0.4965,0.1058,0.6628,2
0.4451,0.1499,0.6332,2
0.5098,0.0214,0.6766,2
0.5176,0.1152,0.6817,2
0.49,0.0899,0.6488,2
0.4685,0.0923,0.64,2
0.4705,0.0784,0.6884,2
0.4739,0.0873,0.6588,2
0.4293,0.1241,0.7052,2
0.5167,0.1214,0.669,2
0.4562,0.0776,0.6526,2
0.4555,0.1048,0.661,2
0.508,0.0657,0.6729,2
0.4467,0.1481,0.6614,2
0.5005,0.0739,0.6671,2
0.4985,0.082,0.6968,2
0.414,0.0709,0.6317,2
0.4762,0.0915,0.6992,2
0.5469,0.0914,0.6613,2
0.4872,0.0,0.7127,2
0.5166,0.1174,0.6762,2
0.4205,0.091,0.6677,2
0.456,0.0737,0.6929,2
0.4884,0.1303,0.6817,2
0.5013,0.1102,0.7075,2
0.4925,0.0488,0.6868,2
0.4637,0.0813,0.6713,2
0.5295,0.0464,0.7335,2
0.5585,0.0672,0.7055,2
0.5001,0.0881,0.6507,2
0.5226,0.0463,0.6716,2
0.5083,0.0649,0.6776,2
0.438,0.0499,0.6057,2
0.4693,0.1075,0.6583,2
0.5107,0.135,0.7247,2
0.4849,0.1285,0.6713,2
0.5001,0.0628,0.6856,2
0.5575,0.1256,0.6384,2
0.5239,0.1018,0.6495,2
0.5723,0.0695,0.6606,2
0.4792,0.1012,0.7089,2
0.5139,0.0846,0.698,2
0.5038,0.076,0.667,2
0.4722,0.079,0.6686,2
0.4655,0.0659,0.7238,2
0.5337,0.0358,0.7072,2
0.4678,0.1273,0.7696,2
0.4884,0.0167,0.7153,2
0.4824,0.1069,0.695,2
0.5137,0.118,0.6476,2
0.4363,0.1111,0.6472,2
0.4262,0.0944,0.6585,2
0.5278,0.068,0.7174,2
0.4884,0.0239,0.7399,2
0.4665,0.0857,0.6521,2
0.484,0.1013,0.6481,2
0.491,0.0962,0.6575,2
0.4678,0.0565,0.6234,2
0.4628,0.1108,0.6845,2
0.7521,0.711,0.2378,3
0.7493,0.7262,0.1997,3
0.7434,0.7502,0.2464,3
0.7473,0.6427,0.3093,3
0.7338,0.6276,0.327,3
0.7715,0.7186,0.2563,3
0.7114,0.7103,0.1802,3
0.7512,0.7505,0.3523,3
0.7535,0.6803,0.3627,3
0.7391,0.7011,0.2713,3
0.8184,0.6803,0.2753,3
0.7632,0.6894,0.2965,3
0.7672,0.6966,0.2929,3
0.7641,0.778,0.3429,3
0.7325,0.6973,0.2637,3
0.7789,0.6989,0.2303,3
0.8167,0.7104,0.2866,3
0.7857,0.7075,0.3012,3
0.7451,0.6229,0.294,3
0.7385,0.6083,0.2931,3
0.7832,0.7127,0.2941,3
0.7687,0.6694,0.3354,3
0.7958,0.6588,0.255,3
0.7288,0.7089,0.3314,3
0.8506,0.6555,0.3001,3
0.7455,0.758,0.2927,3
0.7828,0.6478,0.3463,3
0.7761,0.6646,0.2399,3
0.7756,0.7517,0.2675,3
0.7248,0.6673,0.3207,3
0.7392,0.6224,0.2551,3
0.8263,0.7403,0.2339,3
0.758,0.7095,0.3245,3
0.7893,0.7355,0.2972,3
0.7324,0.761,0.3069,3
0.7783,0.6712,0.3092,3
0.8568,0.7071,0.2256,3
0.8134,0.7233,0.2775,3
0.7275,0.6896,0.2209,3
0.8143,0.6734,0.3237,3
0.7896,0.6748,0.2452,3
0.7528,0.7153,0.3358,3
0.8,0.6393,0.3069,3
0.7298,0.6267,0.2693,3
0.7748,0.6763,0.2807,3
0.674,0.7228,0.239,3
0.7181,0.6483,0.3267,3
0.7996,0.7023,0.2523,3
0.8254,0.7587,0.2678,3
0.7696,0.7409,0.2385,3
0.762,0.6414,0.2755,3
0.7389,0.75,0.187,3
0.7788,0.6278,0.1999,3
0.7919,0.7072,0.2894,3
0.7526,0.6533,0.2994,3
0.7452,0.692,0.3459,3
0.8321,0.8105,0.3524,3
0.7721,0.7068,0.3028,3
0.7084,0.7318,0.3042,3
0.7401,0.6258,0.2339,3
0.7356,0.7752,0.2108,3
0.7855,0.7342,0.2658,3
0.743,0.7565,0.2515,3
0.7496,0.735,0.2993,3
0.7729,0.6553,0.2604,3
0.7367,0.6153,0.2953,3
0.8093,0.6457,0.2794,3
0.7678,0.6947,0.2733,3
0.7224,0.7252,0.2449,3
0.8431,0.7051,0.3208,3
0.7881,0.7859,0.2826,3
0.7899,0.7212,0.2774,3
0.7479,0.8181,0.2198,3
0.8788,0.6453,0.2293,3
0.8194,0.7267,0.2991,3
0.7504,0.7108,0.2357,3
0.8175,0.7417,0.3247,3
0.721,0.7609,0.3498,3
0.7756,0.7297,0.3433,3
0.7737,0.6602,0.2902,3
0.8233,0.7077,0.3147,3
0.7353,0.7665,0.2238,3
0.7478,0.6523,0.2641,3
0.8115,0.6609,0.2896,3
0.755,0.7684,0.2603,3
0.7859,0.6988,0.3403,3
0.7916,0.7172,0.2363,3
0.8565,0.7001,0.3542,3
0.7148,0.6364,0.2802,3
0.7803,0.6753,0.2917,3
0.857,0.6776,0.2209,3
0.8017,0.6451,0.2133,3
0.7997,0.7251,0.2716,3
0.7453,0.7604,0.2751,3
0.7312,0.7427,0.2927,3
0.784,0.7632,0.2907,3
0.8162,0.6479,0.2795,3
0.7197,0.7442,0.2506,3
0.7357,0.7334,0.2104,3
0.7564,0.7466,0.2661,3
0.4658,0.9337,0.218,4
0.3931,0.9423,0.1533,4
0.3351,0.8234,0.2293,4
0.4415,0.9122,0.195,4
0.3954,0.8858,0.1859,4
0.4123,0.9205,0.1809,4
0.3494,0.892,0.2222,4
0.4125,0.9444,0.1848,4
0.3835,0.8731,0.1801,4
0.3634,0.98,0.2099,4
0.3436,0.9015,0.1546,4
0.3425,0.9458,0.2254,4
0.3666,0.9146,0.2583,4
0.4318,0.8976,0.1495,4
0.3922,0.9153,0.1678,4
0.3588,0.9226,0.1459,4
0.3837,0.9695,0.191,4
0.3335,0.8497,0.2018,4
0.3345,0.8408,0.1803,4
0.4127,0.8462,0.1722,4
0.3554,0.8681,0.1432,4
0.3906,0.8748,0.2084,4
0.3733,0.9081,0.1365,4
0.3573,0.856,0.2266,4
0.3706,0.8896,0.2205,4
0.3375,0.9583,0.2057,4
0.3685,0.9124,0.174,4
0.3207,0.8856,0.1684,4
0.3943,1.0,0.2149,4
0.3458,0.9074,0.1344,4
0.3932,0.8775,0.1222,4
0.3807,0.8885,0.2232,4
0.3406,0.9379,0.196,4
0.388,0.8661,0.1936,4
0.2883,0.9344,0.1702,4
0.4029,0.8753,0.1931,4
0.4293,0.9537,0.2258,4
0.3664,0.8785,0.1745,4
0.4189,0.9281,0.1881,4
0.3413,0.9025,0.1857,4
0.4237,0.9249,0.2106,4
0.412,0.9333,0.1799,4
0.3519,0.9342,0.1488,4
0.3859,0.8479,0.2151,4
0.4014,0.8954,0.2307,4
0.3592,0.9749,0.2196,4
0.3972,0.909,0.1774,4
0.3966,0.9107,0.1993,4
0.3741,0.8948,0.1561,4
0.3653,0.942,0.1205,4
0.3455,0.8975,0.1876,4
0.448,0.838,0.209,4
0.3592,0.8608,0.1715,4
0.3955,0.9301,0.2375,4
0.4043,0.9414,0.1336,4
0.46,0.8772,0.202,4
0.4273,0.8816,0.136,4
0.4426,0.9088,0.1394,4
0.4092,0.8111,0.1513,4
0.3155,0.844,0.195,4
0.4073,0.8794,0.1607,4
0.335,0.9355,0.2527,4
0.3687,0.9008,0.1463,4
0.3801,0.9443,0.1969,4
0.4305,0.8183,0.1705,4
0.3275,0.8217,0.1848,4
0.404,0.8434,0.215,4
0.427,0.9733,0.1604,4
0.437,0.8481,0.2071,4
0.4263,0.9748,0.2038,4
0.3679,0.8902,0.2185,4
0.3685,0.8971,0.2253,4
0.4036,0.8429,0.1729,4
0.3889,0.9262,0.1743,4
0.3663,0.9444,0.2118,4
0.3658,0.8735,0.1743,4
0.4196,0.8567,0.2406,4
0.3968,0.9207,0.1885,4
0.3952,0.8849,0.251,4
0.4418,0.8454,0.1262,4
0.3939,0.9161,0.2414,4
0.3837,0.9145,0.1277,4
0.4124,0.9196,0.1998,4
0.371,0.9128,0.1263,4
0.4094,0.9563,0.1106,4
0.3595,0.8887,0.1702,4
0.3793,0.8793,0.1752,4
0.423,0.9268,0.1358,4
0.36,0.8704,0.1927,4
0.4092,0.9386,0.112,4
0.4054,0.8769,0.1588,4
0.3446,0.8777,0.1495,4
0.3178,0.9269,0.1391,4
0.3791,0.9025,0.2034,4
0.3752,0.8591,0.2338,4
0.4811,0.882,0.1525,4
0.3607,0.8919,0.1817,4
0.3799,0.9568,0.2025,4
0.4087,0.9573,0.2187,4
0.3625,0.9075,0.2377,4
0.8392,0.1592,0.5963,5
0.8298,0.181,0.5584,5
0.8523,0.2182,0.5668,5
0.8372,0.1257,0.5837,5
0.8609,0.1755,0.6187,5
0.8451,0.1904,0.5689,5
0.8033,0.1153,0.5368,5
0.8402,0.1499,0.5952,5
0.8665,0.1135,0.5849,5
0.8161,0.1714,0.5914,5
0.8735,0.1554,0.5969,5
0.8438,0.1993,0.5814,5
0.8753,0.1992,0.6032,5
0.8117,0.154,0.5691,5
0.8297,0.1851,0.553,5
0.8746,0.1501,0.5488,5
0.8139,0.226,0.5481,5
0.8516,0.1862,0.5517,5
0.8495,0.1694,0.5906,5
0.8046,0.1441,0.5709,5
0.8253,0.1729,0.5813,5
0.8065,0.204,0.6233,5
0.8005,0.1872,0.5888,5
0.9071,0.1835,0.5485,5
0.8543,0.1441,0.5663,5
0.8716,0.2025,0.5464,5
0.8267,0.2045,0.5675,5
0.8098,0.1615,0.5896,5
0.8776,0.2299,0.572,5
0.867,0.1656,0.5949,5
0.8771,0.153,0.5575,5
0.8413,0.1939,0.6006,5
0.8282,0.1613,0.5791,5
0.8448,0.2382,0.5328,5
0.8769,0.1808,0.6002,5
0.8343,0.1558,0.5562,5
0.8721,0.1342,0.5987,5
0.8246,0.1796,0.548,5
0.8234,0.1654,0.551,5
0.8377,0.1875,0.5585,5
0.856,0.1621,0.5357,5
0.782,0.158,0.5629,5
0.8399,0.2161,0.5678,5
0.8472,0.1287,0.5562,5
0.8422,0.1586,0.5692,5
0.8364,0.1623,0.6045,5
0.8493,0.1673,0.5498,5
0.8669,0.1323,0.6184,5
0.8442,0.1281,0.575,5
0.8375,0.1654,0.541,5
0.8816,0.1819,0.5467,5
0.8359,0.2068,0.5254,5
0.8557,0.1547,0.544,5
0.8393,0.2176,0.6029,5
0.8102,0.1931,0.581,5
0.7979,0.1765,0.5666,5
0.7976,0.1239,0.5769,5
0.8308,0.1185,0.5645,5
0.8136,0.1459,0.6059,5
0.8195,0.1866,0.5739,5
0.812,0.1375,0.5893,5
0.857,0.195,0.5816,5
0.7954,0.1828,0.5675,5
0.8322,0.1681,0.5503,5
0.8437,0.1957,0.5984,5
0.8723,0.1685,0.5597,5
0.846,0.1612,0.574,5
0.8402,0.2041,0.5966,5
0.8499,0.2109,0.5601,5
0.8398,0.2104,0.6071,5
0.8001,0.2032,0.5474,5
0.8191,0.1423,0.5816,5
0.8599,0.2358,0.6016,5
0.8504,0.2076,0.5698,5
0.8591,0.1601,0.573,5
0.8544,0.162,0.5397,5
0.8657,0.204,0.5778,5
0.8438,0.1901,0.5422,5
0.8574,0.201,0.5485,5
0.8281,0.2339,0.5984,5
0.896,0.2134,0.576,5
0.811,0.1697,0.5578,5
0.8404,0.173,0.5789,5
0.8745,0.1998,0.5833,5
0.8364,0.1594,0.5735,5
0.8249,0.1821,0.5917,5
0.874,0.1935,0.5814,5
0.8251,0.1812,0.5889,5
0.823,0.2235,0.5511,5
0.8488,0.2075,0.5433,5
0.884,0.1769,0.5535,5
0.8565,0.1541,0.5558,5
0.8474,0.1851,0.5869,5
0.8766,0.1531,0.5533,5
0.8527,0.1626,0.5778,5
0.8241,0.1538,0.537,5
0.8083,0.1938,0.595,5
0.8374,0.1857,0.5666,5
0.85,0.2244,0.5565,5
0.8202,0.159,0.5868,5
0.182,0.6428,0.5348,6
0.171,0.5891,0.5238,6
0.1274,0.6075,0.5105,6
0.1656,0.6034,0.5017,6
0.14,0.599,0.5279,6
0.1679,0.6192,0.501,6
0.106,0.6195,0.4824,6
0.1275,0.6155,0.5743,6
0.1573,0.6456,0.5343,6
0.1467,0.5531,0.5473,6
0.147,0.6217,0.4891,6
0.1431,0.6111,0.5553,6
0.2545,0.6011,0.5228,6
0.2214,0.5987,0.5265,6
0.0966,0.6172,0.5342,6
0.1633,0.6533,0.5555,6
0.18,0.5374,0.5113,6
0.0904,0.643,0.538,6
0.1611,0.6712,0.5316,6
0.1964,0.6104,0.5554,6
0.1781,0.6101,0.5421,6
0.1603,0.5971,0.5559,6
0.196,0.5815,0.5769,6
0.2481,0.6006,0.5395,6
0.1063,0.7543,0.4933,6
0.1363,0.5918,0.5436,6
0.1732,0.6101,0.524,6
0.0937,0.607,0.576,6
0.162,0.5918,0.5213,6
0.1611,0.5671,0.5483,6
0.165,0.6993,0.5948,6
0.0991,0.6016,0.6151,6
0.1743,0.6526,0.5259,6
0.1818,0.5991,0.5389,6
0.118,0.6502,0.5467,6
0.1549,0.6395,0.5493,6
0.1739,0.6363,0.5324,6
0.1878,0.6772,0.5499,6
0.1716,0.5987,0.5442,6
0.1225,0.6092,0.5391,6
0.1362,0.6046,0.5698,6
0.1106,0.645,0.4945,6
0.1975,0.5635,0.515,6
0.1356,0.6609,0.582,6
0.1416,0.6437,0.5336,6
0.2372,0.6158,0.5297,6
0.1066,0.6312,0.5017,6
0.1038,0.6485,0.5099,6
0.134,0.5886,0.546,6
0.1083,0.6348,0.4938,6
0.1025,0.6397,0.5591,6
0.1717,0.6358,0.5095,6
0.0693,0.5735,0.4987,6
0.171,0.6008,0.558,6
0.154,0.6024,0.5014,6
0.2062,0.5547,0.5426,6
0.1546,0.5944,0.5763,6
0.1681,0.6661,0.5901,6
0.0773,0.6303,0.5536,6
0.2142,0.6162,0.57,6
0.1388,0.626,0.5228,6
0.1006,0.6283,0.5856,6
0.18,0.596,0.4904,6
0.0792,0.612,0.533,6
0.1224,0.6331,0.528,6
0.1587,0.6486,0.4973,6
0.1042,0.6703,0.5226,6
0.1593,0.5747,0.4623,6
0.1486,0.6725,0.5425,6
0.1009,0.6408,0.5552,6
0.1586,0.5934,0.4708,6
0.1938,0.595,0.4772,6
0.1617,0.5887,0.4839,6
0.0999,0.6338,0.4647,6
0.1443,0.5817,0.5523,6
0.1638,0.6436,0.5319,6
0.1525,0.623,0.5753,6
0.1493,0.6398,0.5562,6
0.1299,0.6206,0.5566,6
0.1749,0.5932,0.5445,6
0.2343,0.6354,0.5199,6
0.2381,0.6458,0.5793,6
0.1401,0.6075,0.5012,6
0.1405,0.6323,0.5514,6
0.1186,0.5689,0.4896,6
0.1468,0.6552,0.5613,6
0.1552,0.6148,0.5604,6
0.1486,0.5678,0.5602,6
0.0915,0.5925,0.5522,6
0.0935,0.6541,0.6119,6
0.1847,0.6269,0.567,6
0.1081,0.6744,0.5741,6
0.0791,0.6631,0.4703,6
0.1324,0.7129,0.5318,6
0.1185,0.5972,0.5478,6
0.0824,0.613,0.5301,6
0.1594,0.5913,0.5823,6
0.1633,0.6571,0.5554,6
0.2023,0.6355,0.5033,6
0.1443,0.6034,0.5457,6
0.66,0.3048,0.2397,7
0.609,0.4742,0.1957,7
0.6806,0.3475,0.2708,7
0.6708,0.3632,0.1697,7
0.6429,0.3675,0.2045,7
0.6214,0.3587,0.2398,7
0.687,0.3693,0.2484,7
0.6942,0.4079,0.2724,7
0.6322,0.4487,0.2486,7
0.6603,0.3573,0.2526,7
0.7003,0.4008,0.2756,7
0.7262,0.3626,0.3106,7
0.6649,0.4295,0.2099,7
0.6682,0.3545,0.1699,7
0.6561,0.3958,0.2652,7
0.6097,0.3498,0.2644,7
0.641,0.3169,0.2445,7
0.7457,0.3905,0.191,7
0.7251,0.3063,0.2671,7
0.7015,0.3453,0.2713,7
0.7028,0.4089,0.2513,7
0.6644,0.3289,0.2507,7
0.5726,0.3268,0.2929,7
0.6711,0.4303,0.2786,7
0.6089,0.378,0.2198,7
0.6427,0.4458,0.2283,7
0.631,0.3103,0.1837,7
0.6486,0.405,0.1952,7
0.6337,0.3718,0.2581,7
0.6558,0.3644,0.2243,7
0.6747,0.3495,0.1706,7
0.5961,0.4566,0.2408,7
0.6458,0.2745,0.2938,7
0.6433,0.3445,0.2444,7
0.6365,0.3907,0.2189,7
0.6265,0.3199,0.2459,7
0.6047,0.36,0.2496,7
0.6435,0.4199,0.2529,7
0.6726,0.412,0.2549,7
0.6295,0.3775,0.3492,7
0.7099,0.4572,0.2765,7
0.675,0.3775,0.2182,7
0.6843,0.4297,0.3001,7
0.6678,0.3277,0.2235,7
0.5901,0.3723,0.282,7
0.6086,0.3298,0.3128,7
0.6863,0.4522,0.2446,7
0.6719,0.3942,0.2423,7
0.6447,0.3925,0.2719,7
0.6115,0.3183,0.2676,7
0.6575,0.3412,0.2752,7
0.6715,0.4363,0.2283,7
0.6052,0.3625,0.2525,7
0.7376,0.4005,0.3057,7
0.6441,0.4026,0.2528,7
0.6662,0.2999,0.2705,7
0.6881,0.3037,0.2645,7
0.6844,0.2988,0.1575,7
0.7155,0.374,0.2469,7
0.6998,0.4126,0.2484,7
0.696,0.3496,0.2343,7
0.5855,0.3781,0.2386,7
0.6464,0.3682,0.2132,7
0.6462,0.3548,0.2228,7
0.6124,0.3431,0.2611,7
0.7165,0.4425,0.2194,7
0.6093,0.4039,0.1958,7
0.645,0.2945,0.2963,7
0.6433,0.48,0.2774,7
0.6579,0.4136,0.2061,7
0.6113,0.4297,0.2748,7
0.624,0.3491,0.2151,7
0.7032,0.3536,0.2524,7
0.6147,0.4838,0.2465,7
0.663,0.4133,0.2524,7
0.6485,0.4261,0.2368,7
0.6547,0.3584,0.2244,7
0.6205,0.315,0.1885,7
0.6181,0.3356,0.2398,7
0.6104,0.3959,0.271,7
0.6708,0.3864,0.2023,7
0.6594,0.361,0.1936,7
0.6802,0.4102,0.2326,7
0.7009,0.3917,0.2658,7
0.593,0.3682,0.2326,7
0.6829,0.4737,0.2823,7
0.6633,0.3679,0.2675,7
0.6119,0.3802,0.2395,7
0.6001,0.3797,0.3101,7
0.6544,0.3476,0.2407,7
0.703,0.309,0.1599,7
0.6774,0.3565,0.2168,7
0.6236,0.3621,0.3103,7
0.6832,0.3461,0.2457,7
0.6627,0.4404,0.183,7
0.6745,0.3374,0.292,7
0.6173,0.3676,0.282,7
0.6673,0.3623,0.2501,7
0.6491,0.334,0.2717,7
0.6755,0.3965,0.1882,7
0.6148,0.7632,0.463,8
0.635,0.778,0.5034,8
0.6045,0.7625,0.4363,8
0.6066,0.7835,0.4607,8
0.6388,0.7998,0.4113,8
0.6777,0.7266,0.4105,8
0.677,0.762,0.4305,8
0.5913,0.8175,0.4167,8
0.6288,0.7319,0.4047,8
0.5653,0.818,0.4651,8
0.6721,0.8068,0.4498,8
0.6553,0.765,0.4753,8
0.6021,0.742,0.4966,8
0.6307,0.7903,0.4938,8
0.6217,0.7373,0.4325,8
0.5986,0.6915,0.493,8
0.6406,0.6105,0.4475,8
0.6354,0.7196,0.4492,8
0.5433,0.7662,0.4515,8
0.6156,0.8593,0.4581,8
0.635,0.77,0.447,8
0.5814,0.7279,0.4476,8
0.5716,0.741,0.5167,8
0.6266,0.7558,0.4893,8
0.6433,0.713,0.4427,8
0.6425,0.6502,0.4931,8
0.6064,0.8078,0.3836,8
0.6387,0.7112,0.4688,8
0.5973,0.7731,0.4955,8
0.6539,0.8471,0.3878,8
0.6354,0.6841,0.476,8
0.5779,0.8268,0.4071,8
0.6718,0.7817,0.4153,8
0.6661,0.7646,0.4605,8
0.6522,0.7441,0.4448,8
0.6191,0.7515,0.3925,8
0.5982,0.6903,0.4924,8
0.6326,0.6733,0.44,8
