var-0,var-1,var-2,ETIQ
0.4045,0.6345,0.183,0
0.3062,0.6649,0.1811,0
0.3958,0.6754,0.1291,0
0.3631,0.6923,0.1217,0
0.282,0.6614,0.1796,0
0.3936,0.6684,0.1144,0
0.94,0.4552,0.6618,1
0.8757,0.3868,0.6473,1
0.9117,0.406,0.6574,1
0.8828,0.4348,0.6823,1
0.9174,0.4067,0.6453,1
0.9124,0.4538,0.5862,1
0.9009,0.4858,0.6658,1
0.919,0.4093,0.6792,1
0.8817,0.4405,0.6584,1
0.9866,0.4961,0.6844,1
0.9256,0.4644,0.6177,1
0.8919,0.4259,0.5787,1
0.8833,0.4771,0.7083,1
0.8995,0.441,0.6479,1
0.862,0.3942,0.6263,1
0.9045,0.4896,0.6637,1
0.8759,0.4428,0.6777,1
0.8935,0.4434,0.6067,1
0.8808,0.4544,0.6463,1
0.9282,0.3516,0.6267,1
0.9316,0.4543,0.6885,1
0.86,0.4893,0.6714,1
0.8766,0.4554,0.677,1
0.9014,0.3975,0.6218,1
0.8969,0.4548,0.6767,1
0.9532,0.4196,0.7193,1
0.9626,0.4392,0.7085,1
0.8471,0.4636,0.6563,1
0.8911,0.4079,0.6398,1
0.864,0.4612,0.6706,1
0.9326,0.4119,0.6081,1
0.89,0.4055,0.6731,1
0.8758,0.3983,0.6906,1
0.9538,0.476,0.6421,1
0.8478,0.4978,0.638,1
0.8942,0.4797,0.6392,1
0.9005,0.4352,0.7145,1
0.9145,0.399,0.6697,1
0.9103,0.3693,0.6291,1
0.8664,0.3998,0.6816,1
0.8686,0.4318,0.6269,1
0.9393,0.408,0.7106,1
0.8985,0.4796,0.6151,1
0.9186,0.4018,0.6606,1
0.9478,0.4417,0.6238,1
1.0,0.4548,0.6849,1
0.9237,0.4694,0.7096,1
0.8875,0.4389,0.7214,1
0.9134,0.4942,0.6415,1
0.8908,0.4354,0.6956,1
0.9486,0.4181,0.6702,1
0.9503,0.4718,0.636,1
0.9183,0.3973,0.6484,1
0.8559,0.3949,0.667,1
0.8962,0.4543,0.6549,1
0.8802,0.4536,0.6666,1
0.8987,0.473,0.6402,1
0.8943,0.5007,0.6557,1
0.8924,0.4759,0.5829,1
0.8716,0.4526,0.6948,1
0.8863,0.4063,0.5941,1
0.8981,0.4252,0.6967,1
0.9037,0.4865,0.6559,1
0.891,0.3949,0.6328,1
0.8803,0.3783,0.6696,1
0.9328,0.4415,0.6045,1
0.9067,0.4401,0.6179,1
0.9209,0.4016,0.6497,1
0.8942,0.4589,0.6392,1
0.876,0.4011,0.6524,1
0.9102,0.4708,0.66,1
0.8729,0.4143,0.6428,1
0.9875,0.4117,0.6933,1
0.8928,0.4652,0.6837,1
0.907,0.456,0.6656,1
0.8319,0.3916,0.6192,1
0.9053,0.4409,0.6383,1
0.9553,0.44,0.6184,1
0.8955,0.3787,0.6597,1
0.8866,0.5119,0.6818,1
0.8852,0.4572,0.6106,1
0.9287,0.493,0.6367,1
0.8599,0.4295,0.6781,1
0.9066,0.423,0.6702,1
0.9306,0.4571,0.6665,1
0.8784,0.4389,0.6743,1
0.9314,0.4389,0.6959,1
0.9037,0.4187,0.667,1
0.8999,0.4672,0.6137,1
0.883,0.4541,0.708,1
0.8833,0.4326,0.5964,1
0.9611,0.4401,0.6981,1
0.8781,0.4234,0.7082,1
0.8406,0.5044,0.6077,1
0.8911,0.4879,0.7,1
0.9335,0.4115,0.6368,1
0.9432,0.4808,0.7086,1
0.9468,0.4187,0.66,1
0.952,0.3875,0.642,1
0.9072,0.4094,0.6476,1
0.4363,0.0822,0.5489,2
0.4609,0.1199,0.6161,2
0.4789,0.0914,0.6214,2
0.4305,0.0309,0.6084,2
0.4414,0.1023,0.545,2
0.4634,0.0685,0.5928,2
0.4507,0.0657,0.5848,2
0.4432,0.1391,0.6033,2
0.4831,0.0784,0.5875,2
0.419,0.0785,0.6303,2
0.4081,0.0899,0.6398,2
0.4662,0.1331,0.6218,2
0.419,0.0726,0.6164,2
0.4791,0.1218,0.6059,2
0.4098,0.1003,0.603,2
0.4306,0.0282,0.5997,2
0.5147,0.1251,0.6492,2
0.4663,0.0769,0.5984,2
0.4438,0.0572,0.602,2
0.4108,0.0925,0.595,2
0.4506,0.1271,0.5861,2
0.4353,0.1181,0.632,2
0.4612,0.0824,0.6037,2
0.4917,0.0775,0.615,2
0.4456,0.1072,0.5971,2
0.4536,0.0695,0.6551,2
0.4321,0.0981,0.5992,2
0.4373,0.0943,0.6099,2
0.4097,0.1066,0.6323,2
0.4828,0.1209,0.6004,2
0.4355,0.1291,0.5866,2
0.4318,0.0921,0.6366,2
0.412,0.1399,0.623,2
0.4318,0.0943,0.6293,2
0.4465,0.1045,0.6036,2
0.4425,0.1303,0.5909,2
0.3847,0.0414,0.5915,2
0.4502,0.1077,0.6063,2
0.4344,0.0571,0.5484,2
0.4087,0.0706,0.5958,2
0.4567,0.0673,0.6173,2
0.4366,0.0589,0.6075,2
0.4373,0.0932,0.599,2
0.3982,0.1288,0.6072,2
0.4571,0.0857,0.6202,2
0.432,0.0772,0.6057,2
0.4769,0.1077,0.6351,2
0.4405,0.1124,0.5999,2
0.4534,0.0891,0.6089,2
0.4656,0.0459,0.5863,2
0.4597,0.075,0.5708,2
0.4789,0.1172,0.5994,2
0.4817,0.0235,0.6122,2
0.4533,0.1136,0.6192,2
0.4567,0.0802,0.6521,2
0.4545,0.0719,0.5886,2
0.4019,0.162,0.6171,2
0.4798,0.0909,0.6246,2
0.4356,0.1077,0.6092,2
0.4197,0.0,0.6018,2
0.3973,0.1219,0.6433,2
0.4306,0.0527,0.5778,2
0.4346,0.1195,0.6174,2
0.4369,0.0988,0.6152,2
0.3979,0.1346,0.5775,2
0.4091,0.1081,0.5946,2
0.4803,0.0955,0.5835,2
0.4655,0.1015,0.6006,2
0.4443,0.0785,0.6083,2
0.4227,0.0768,0.6196,2
0.4877,0.0738,0.6306,2
0.4599,0.0758,0.593,2
0.4513,0.1283,0.6147,2
0.4931,0.0719,0.599,2
0.4273,0.0901,0.646,2
0.4068,0.0992,0.6291,2
0.4382,0.1195,0.6202,2
0.4172,0.0893,0.5602,2
0.4299,0.1371,0.6057,2
0.4316,0.1358,0.6442,2
0.4634,0.0987,0.5718,2
0.4047,0.0871,0.6382,2
0.4325,0.1001,0.6039,2
0.4291,0.0676,0.6312,2
0.4544,0.0931,0.6462,2
0.4521,0.1098,0.6253,2
0.4801,0.135,0.6297,2
0.4955,0.0993,0.5734,2
0.412,0.1552,0.5852,2
0.5015,0.1095,0.6279,2
0.4298,0.0918,0.6237,2
0.4266,0.1397,0.5948,2
0.4268,0.0512,0.6203,2
0.437,0.0933,0.6296,2
0.4321,0.0789,0.5972,2
0.3823,0.0849,0.6483,2
0.4288,0.0823,0.6202,2
0.4669,0.0692,0.5842,2
0.4026,0.0883,0.6189,2
0.4394,0.181,0.5862,2
0.7011,0.833,0.3196,3
0.5703,0.9353,0.3925,3
0.6447,0.915,0.2547,3
0.6303,0.8542,0.3878,3
0.6718,0.8454,0.2723,3
0.6048,0.9733,0.228,3
0.5634,0.8791,0.3434,3
0.6214,0.8743,0.2635,3
0.6244,0.8487,0.2967,3
0.6705,0.8327,0.3692,3
0.641,0.891,0.3341,3
0.5974,0.889,0.2958,3
0.6441,0.9534,0.3284,3
0.625,0.8575,0.323,3
0.6424,0.7832,0.3729,3
0.5921,0.8651,0.3574,3
0.5658,0.8782,0.3264,3
0.6429,0.8705,0.2215,3
0.6655,0.9197,0.3765,3
0.6255,0.9188,0.3624,3
0.6552,0.8395,0.3451,3
0.6213,0.8838,0.3057,3
0.6701,0.8549,0.3167,3
0.6466,0.9592,0.3976,3
0.5287,0.8476,0.3691,3
0.6469,0.819,0.395,3
0.5865,0.8748,0.4329,3
0.6912,0.9439,0.3872,3
0.6885,0.9141,0.3509,3
0.665,0.9453,0.3423,3
0.6356,0.8803,0.3439,3
0.5932,0.9007,0.3057,3
0.6002,0.8844,0.384,3
0.6048,1.0,0.3072,3
0.7236,0.8619,0.3522,3
0.6361,0.7647,0.3422,3
0.6769,0.7723,0.4283,3
0.6221,0.851,0.4133,3
0.6166,0.8818,0.3005,3
0.5975,0.8781,0.2844,3
0.6072,0.9634,0.4267,3
0.5755,0.8137,0.3091,3
0.5882,0.8244,0.3542,3
0.5886,0.7389,0.3289,3
0.6715,0.9174,0.4062,3
0.5319,0.8706,0.236,3
0.6084,0.8215,0.2379,3
0.5505,0.858,0.3531,3
0.6282,0.902,0.3504,3
0.5872,0.8001,0.3189,3
0.5755,0.847,0.3402,3
0.6794,0.7697,0.2526,3
0.6933,0.8863,0.2861,3
0.6471,0.9499,0.2532,3
0.6954,0.8425,0.4127,3
0.6509,0.8382,0.3776,3
0.657,0.8593,0.2909,3
0.6992,0.9023,0.3997,3
0.5949,0.8669,0.3017,3
0.5908,0.8483,0.3632,3
0.6682,0.8794,0.3216,3
0.6358,0.8917,0.293,3
0.62,0.8668,0.2062,3
0.6658,0.9395,0.2829,3
0.6173,0.9549,0.4221,3
0.6388,0.8395,0.3272,3
0.6768,0.8827,0.3532,3
0.6723,0.8354,0.3492,3
0.6182,0.8423,0.3751,3
0.7275,0.8832,0.2819,3
0.6277,0.9195,0.2889,3
0.6228,0.9185,0.3113,3
0.6617,0.9276,0.2673,3
0.6846,0.857,0.3097,3
0.604,0.8529,0.331,3
0.6484,0.8456,0.3643,3
0.6612,0.8228,0.2943,3
0.6439,0.7966,0.3981,3
0.6515,0.9514,0.3166,3
0.6182,0.8848,0.3012,3
0.6457,0.8699,0.3361,3
0.6497,0.8576,0.39,3
0.6564,0.754,0.3275,3
0.5392,0.8615,0.2559,3
0.5965,0.9252,0.4577,3
0.673,0.897,0.3556,3
0.6553,0.8978,0.3224,3
0.6901,0.8557,0.378,3
0.6757,0.8627,0.3512,3
0.6307,0.8633,0.4415,3
0.5418,0.8803,0.2861,3
0.6565,0.8187,0.2874,3
0.6656,0.7994,0.374,3
0.6189,0.8905,0.2778,3
0.638,0.9261,0.2978,3
0.6636,0.7875,0.2984,3
0.7024,0.9466,0.3413,3
0.6604,0.8588,0.324,3
0.6029,0.8593,0.3602,3
0.5665,0.896,0.3867,3
0.0979,0.7022,0.3292,4
0.1066,0.7325,0.2969,4
0.1013,0.6391,0.2814,4
0.0574,0.6497,0.3284,4
0.0639,0.6667,0.336,4
0.0,0.6837,0.3066,4
0.073,0.6985,0.324,4
0.0928,0.719,0.3126,4
0.0975,0.7391,0.2929,4
0.0912,0.6438,0.3765,4
0.1246,0.6445,0.3801,4
0.1127,0.733,0.3581,4
0.1001,0.7096,0.3324,4
0.1288,0.6727,0.3189,4
0.0683,0.7084,0.3204,4
0.0904,0.7015,0.2855,4
0.0867,0.699,0.3466,4
0.0453,0.6703,0.3912,4
0.0756,0.6988,0.2579,4
0.1059,0.7602,0.3183,4
0.0584,0.7031,0.3168,4
0.1039,0.6455,0.3499,4
0.1259,0.6523,0.3433,4
0.1805,0.6727,0.2829,4
0.0959,0.7088,0.2829,4
0.1072,0.631,0.3319,4
0.0968,0.68,0.3055,4
0.0876,0.6804,0.3529,4
0.1186,0.6841,0.3277,4
0.121,0.6396,0.2711,4
0.1191,0.6871,0.3197,4
0.068,0.6866,0.3324,4
0.042,0.7362,0.3276,4
0.0784,0.7456,0.34,4
0.1109,0.6705,0.3051,4
0.1445,0.7146,0.3553,4
0.0957,0.7093,0.3671,4
0.0716,0.6638,0.3072,4
0.0683,0.7253,0.3496,4
0.1081,0.6205,0.3635,4
0.0951,0.6843,0.3288,4
0.1018,0.7649,0.3205,4
0.0416,0.6602,0.2981,4
0.0892,0.6658,0.3269,4
0.0937,0.6974,0.3679,4
0.045,0.6464,0.3663,4
0.0773,0.6841,0.3453,4
0.07,0.7117,0.2999,4
0.0535,0.7191,0.2732,4
0.0575,0.687,0.3041,4
0.1507,0.66,0.2872,4
0.0306,0.7479,0.3207,4
0.0947,0.669,0.3228,4
0.0478,0.7052,0.3396,4
0.0404,0.7296,0.3234,4
0.0694,0.6729,0.3111,4
0.0535,0.6968,0.3292,4
0.0614,0.6796,0.2807,4
0.0708,0.7157,0.3258,4
0.0835,0.7008,0.3221,4
0.1091,0.6082,0.3524,4
0.1011,0.6658,0.2783,4
0.127,0.6486,0.3247,4
0.0913,0.7504,0.2765,4
0.1468,0.7617,0.3289,4
0.0647,0.6923,0.3658,4
0.1286,0.6624,0.3259,4
0.07,0.6848,0.3034,4
0.1117,0.6615,0.327,4
0.13,0.6614,0.3844,4
0.0882,0.7143,0.2797,4
0.0898,0.6339,0.3826,4
0.0781,0.6897,0.3437,4
0.0524,0.7197,0.3944,4
0.1011,0.6247,0.2879,4
0.1246,0.6855,0.3078,4
0.0696,0.7564,0.3044,4
0.0695,0.6811,0.3137,4
0.1449,0.724,0.2868,4
0.0774,0.7313,0.3408,4
0.0745,0.709,0.3035,4
0.1193,0.6921,0.3185,4
0.1436,0.6728,0.2924,4
0.0618,0.7448,0.3403,4
0.1298,0.6899,0.3195,4
0.0875,0.7124,0.2696,4
0.0679,0.6819,0.2866,4
0.1228,0.6993,0.3123,4
0.1053,0.7482,0.3,4
0.1352,0.6641,0.3253,4
0.0779,0.6649,0.3416,4
0.1058,0.646,0.2732,4
0.1209,0.6757,0.2816,4
0.0459,0.6866,0.2905,4
0.0944,0.6868,0.3303,4
0.0865,0.6456,0.2931,4
0.1094,0.6464,0.3164,4
0.0732,0.6819,0.3389,4
0.0833,0.6692,0.3251,4
0.0881,0.7068,0.298,4
0.6911,0.2841,0.4127,5
0.7292,0.2789,0.3063,5
0.7055,0.3302,0.2883,5
0.7176,0.2537,0.4198,5
0.7839,0.3096,0.2793,5
0.6813,0.3206,0.3854,5
0.7469,0.2092,0.3666,5
0.798,0.3891,0.2174,5
0.8079,0.3274,0.2624,5
0.7487,0.349,0.3563,5
0.688,0.1789,0.1959,5
0.7381,0.2438,0.2983,5
0.7178,0.3065,0.281,5
0.7067,0.2753,0.3553,5
0.7695,0.2599,0.333,5
0.695,0.1119,0.3047,5
0.8756,0.2909,0.3498,5
0.6978,0.231,0.3001,5
0.7984,0.3316,0.3153,5
0.7258,0.2949,0.3525,5
0.6803,0.2691,0.3682,5
0.6578,0.2285,0.5157,5
0.7938,0.2275,0.3558,5
0.6935,0.3206,0.3344,5
0.7819,0.2824,0.1972,5
0.6877,0.3261,0.1914,5
0.6871,0.199,0.2403,5
0.7425,0.2216,0.2602,5
0.8052,0.3245,0.2251,5
0.8034,0.3073,0.3383,5
0.8043,0.1254,0.3558,5
0.9688,0.3332,0.3393,5
0.6694,0.1466,0.2511,5
0.8034,0.2633,0.2971,5
0.7822,0.3223,0.2288,5
0.7635,0.1636,0.2545,5
0.8602,0.2961,0.4058,5
0.8539,0.2739,0.1944,5
0.7962,0.2861,0.197,5
0.8368,0.3225,0.1981,5
0.8046,0.3182,0.1083,5
0.7342,0.2854,0.3666,5
0.767,0.2935,0.3429,5
0.7449,0.2982,0.3157,5
0.6578,0.2794,0.3616,5
0.7646,0.2491,0.3059,5
0.6686,0.277,0.4272,5
0.6733,0.2171,0.2334,5
0.6758,0.3274,0.2205,5
0.7394,0.2473,0.1915,5
0.7959,0.2658,0.3206,5
0.8217,0.2502,0.3633,5
0.6275,0.2365,0.1952,5
0.8628,0.1572,0.3195,5
0.7426,0.2533,0.2783,5
0.7699,0.2405,0.3589,5
0.8819,0.2321,0.4441,5
0.7423,0.095,0.358,5
0.7759,0.3304,0.2785,5
0.7548,0.1802,0.2489,5
0.7343,0.2524,0.3353,5
0.8141,0.3054,0.4344,5
0.658,0.2578,0.3526,5
0.6727,0.2321,0.4244,5
0.8235,0.2964,0.3596,5
0.7679,0.0899,0.3221,5
0.7906,0.1542,0.3102,5
0.6417,0.3486,0.3721,5
0.761,0.3241,0.2815,5
0.7287,0.301,0.293,5
0.6721,0.2606,0.3029,5
0.7571,0.2759,0.2461,5
0.8344,0.2681,0.3187,5
0.8125,0.3537,0.3816,5
0.7886,0.3376,0.3069,5
0.8834,0.2058,0.3228,5
0.807,0.1838,0.3515,5
0.6783,0.1475,0.2293,5
0.7302,0.2014,0.2427,5
0.6354,0.2437,0.2763,5
0.8046,0.3237,0.2168,5
0.7517,0.2774,0.3697,5
0.7869,0.3422,0.3133,5
0.7645,0.2066,0.2593,5
0.8032,0.1926,0.3211,5
0.7632,0.2125,0.2608,5
0.6976,0.275,0.1187,5
0.7361,0.2516,0.2526,5
0.7943,0.3712,0.2915,5
0.7201,0.1044,0.3411,5
0.8668,0.309,0.3522,5
0.8187,0.1967,0.3161,5
0.8649,0.2793,0.2654,5
0.7411,0.1448,0.2315,5
0.8087,0.2434,0.2072,5
0.6778,0.3981,0.219,5
0.8052,0.3481,0.2227,5
0.6628,0.2782,0.2536,5
0.7797,0.2074,0.172,5
0.7349,0.3777,0.2163,5
0.2488,0.6653,0.8934,6
0.2145,0.5685,0.9206,6
0.2253,0.5962,0.9368,6
0.2758,0.5719,0.8956,6
0.1277,0.6906,0.8788,6
0.1923,0.6788,0.9349,6
0.18,0.5929,0.9405,6
0.1879,0.6584,0.9354,6
0.1623,0.6319,0.9179,6
0.1892,0.6301,0.8933,6
0.1913,0.6408,0.92,6
0.2459,0.6425,0.9014,6
0.2179,0.6871,0.8626,6
0.2204,0.6103,0.9243,6
0.2134,0.6209,0.9914,6
0.2367,0.5894,0.9598,6
0.203,0.6054,0.8913,6
0.2712,0.6575,0.9511,6
0.1916,0.594,0.8407,6
0.2715,0.6754,0.9163,6
0.2372,0.5658,0.8943,6
0.2085,0.6529,0.9457,6
0.1824,0.6963,0.8804,6
0.2291,0.6375,0.995,6
0.2998,0.6267,0.9089,6
0.2633,0.6342,0.8802,6
0.1751,0.589,0.8478,6
0.2341,0.578,0.8945,6
0.1358,0.5903,0.9255,6
0.1708,0.676,0.9313,6
0.2382,0.5738,0.8853,6
0.24,0.6367,1.0,6
0.1947,0.6497,0.8929,6
0.1747,0.6498,0.8952,6
0.2393,0.5961,0.9282,6
0.2054,0.6296,0.9471,6
0.2399,0.547,0.8645,6
0.3285,0.5833,0.9209,6
0.2417,0.6154,0.8259,6
0.1709,0.684,0.8724,6
0.2105,0.645,0.9029,6
0.2615,0.637,0.905,6
0.2359,0.6362,0.8625,6
0.1882,0.6104,0.9586,6
0.2189,0.7206,0.866,6
0.1935,0.6831,0.8834,6
0.2055,0.6483,0.9088,6
0.2241,0.6486,0.9765,6
0.2639,0.6929,0.8398,6
0.2567,0.5813,0.9301,6
0.2067,0.6493,0.9134,6
0.2409,0.5568,0.9065,6
0.2854,0.6613,0.8989,6
0.2297,0.6184,0.8778,6
0.213,0.6705,0.856,6
0.2835,0.6105,0.7815,6
0.2295,0.5753,0.8705,6
0.2239,0.5586,0.925,6
0.2355,0.6327,0.9309,6
0.2772,0.6076,0.962,6
0.1892,0.6224,0.9654,6
0.2501,0.7172,0.9976,6
0.1896,0.6779,0.9678,6
0.2306,0.6061,0.9362,6
0.2003,0.5968,0.8928,6
0.2259,0.5916,0.9004,6
0.2336,0.6144,0.8822,6
0.1643,0.5795,0.9193,6
0.2459,0.6025,0.9984,6
0.1473,0.6174,0.8899,6
0.2623,0.683,0.8902,6
0.2868,0.5391,0.8829,6
0.237,0.6135,0.923,6
0.2593,0.6369,0.9231,6
0.2354,0.6084,0.9272,6
0.1949,0.6137,0.934,6
0.2993,0.6142,0.9046,6
0.1931,0.6296,0.9246,6
0.185,0.6772,0.8623,6
0.1809,0.7338,0.8914,6
0.1658,0.6379,0.9235,6
0.2069,0.5948,0.9241,6
0.2885,0.6919,0.8932,6
0.2612,0.6243,0.9181,6
0.2495,0.5758,0.8961,6
0.1853,0.5972,0.9764,6
0.231,0.7071,0.9688,6
0.2466,0.5842,0.8693,6
0.2367,0.6913,0.8695,6
0.2187,0.6406,0.9409,6
0.177,0.6377,0.9138,6
0.2426,0.6111,0.8745,6
0.2458,0.5368,0.903,6
0.1811,0.5903,0.8399,6
0.2709,0.6361,0.8747,6
0.2661,0.6778,0.8822,6
0.2558,0.6379,0.865,6
0.1756,0.5262,0.9011,6
0.2013,0.6309,0.9072,6
0.199,0.6083,0.8996,6
