var-0,var-1,var-2,var-3,var-4,ETIQ
0.6249,0.6778,0.4439,0.6873,0.8882,0
0.351,0.6557,0.5756,0.6981,0.7705,0
0.5506,0.7849,0.6177,0.6132,0.7948,0
0.3835,0.7461,0.4344,0.7845,0.8695,0
0.3268,0.6861,0.6417,0.6556,0.8916,0
0.3464,0.6182,0.6697,0.7075,0.8371,0
0.185,0.7074,0.6264,0.7652,0.8111,0
0.4449,0.7042,0.5903,0.6686,0.7314,0
0.4348,0.7532,0.5417,0.6722,0.7299,0
0.3051,0.6794,0.6512,0.7503,0.8452,0
0.3757,0.6044,0.562,0.6335,0.8725,0
0.4243,0.6968,0.7376,0.725,0.823,0
0.5175,0.6489,0.7254,0.6875,0.8425,0
0.3054,0.8379,0.5535,0.7953,0.8141,0
0.5615,0.6244,0.588,0.7934,0.816,0
0.5208,0.7417,0.4756,0.6926,0.8045,0
0.5598,0.7053,0.5877,0.7295,0.7695,0
0.6031,0.7856,0.4794,0.7775,0.8961,0
0.4831,0.5285,0.5354,0.8701,0.7452,0
0.3993,0.6215,0.6014,0.6947,0.7318,0
0.695,0.6235,0.5818,0.67,0.7413,0
0.2471,0.7276,0.522,0.5986,0.8813,0
0.6446,0.576,0.5735,0.7016,0.857,0
0.5353,0.6512,0.5283,0.7813,0.8378,0
0.4336,0.728,0.638,0.7118,0.9192,0
0.446,0.6943,0.4801,0.752,0.7823,0
0.238,0.8415,0.4725,0.7068,0.7765,0
0.4025,0.8474,0.7658,0.6769,0.7446,0
0.3453,0.7976,0.4416,0.6654,0.7704,0
0.4396,0.6723,0.6115,0.5945,0.8197,0
0.5983,0.6159,0.5821,0.6935,0.9882,0
0.331,0.7716,0.7201,0.638,0.8102,0
0.608,0.7311,0.5754,0.7765,0.8264,0
0.5042,0.5645,0.6288,0.6479,0.8984,0
0.485,0.786,0.6823,0.6923,0.8309,0
0.3954,0.7392,0.5278,0.7454,0.8648,0
0.3208,0.753,0.6886,0.7059,0.781,0
0.3249,0.6838,0.5606,0.6946,0.8652,0
0.4008,0.6677,0.7131,0.7181,0.7925,0
0.1362,0.6217,0.6089,0.6451,0.9776,0
0.4789,0.7907,0.456,0.8629,0.8045,0
0.166,0.5411,0.5466,0.6316,0.7815,0
0.3602,0.7321,0.8426,0.8104,0.7448,0
0.6126,0.7562,0.7185,0.8195,0.7973,0
0.478,0.5804,0.5917,0.7353,0.9078,0
0.3872,0.7771,0.6412,0.6523,0.9318,0
0.4863,0.8224,0.5612,0.6375,0.7933,0
0.312,0.7616,0.5407,0.6796,0.8978,0
0.4181,0.6966,0.6794,0.6883,0.8133,0
0.5089,0.6117,0.6366,0.6291,0.8166,0
0.3835,0.7199,0.6314,0.7026,0.4927,1
0.4758,0.6979,0.6194,0.735,0.5257,1
0.4796,0.6886,0.5707,0.7176,0.4669,1
0.4401,0.7467,0.5705,0.6933,0.5329,1
0.3715,0.6946,0.5674,0.6847,0.476,1
0.5301,0.6913,0.613,0.7012,0.5644,1
0.5319,0.6729,0.5553,0.6939,0.5678,1
0.464,0.6833,0.6327,0.6727,0.5504,1
0.4521,0.663,0.5308,0.6875,0.5169,1
0.3741,0.7058,0.5809,0.7348,0.5314,1
0.4118,0.6111,0.6077,0.6875,0.5554,1
0.5293,0.7393,0.587,0.6781,0.5813,1
0.3422,0.6653,0.5551,0.6742,0.5548,1
0.4954,0.6913,0.5753,0.672,0.5171,1
0.4005,0.6487,0.6222,0.6702,0.502,1
0.3064,0.6735,0.6033,0.6491,0.4571,1
0.4464,0.7347,0.5484,0.7013,0.5572,1
0.4285,0.618,0.589,0.7219,0.4973,1
0.4606,0.7407,0.5916,0.6906,0.5214,1
0.4221,0.6737,0.5657,0.6883,0.4834,1
0.3841,0.7018,0.5746,0.667,0.526,1
0.283,0.7247,0.6858,0.6886,0.539,1
0.3939,0.6639,0.5486,0.6949,0.547,1
0.4746,0.7285,0.642,0.7103,0.5735,1
0.3753,0.7513,0.5253,0.7298,0.4871,1
0.3321,0.7321,0.518,0.6861,0.5259,1
0.3582,0.6548,0.6263,0.7386,0.5099,1
0.381,0.7077,0.5591,0.6848,0.5242,1
0.3714,0.6701,0.4966,0.7799,0.5139,1
0.4667,0.654,0.6882,0.6553,0.4774,1
0.448,0.7657,0.6062,0.6729,0.5327,1
0.4408,0.6863,0.5794,0.7336,0.5182,1
0.3667,0.6768,0.5873,0.7086,0.444,1
0.3901,0.6565,0.5687,0.7118,0.5074,1
0.3646,0.7019,0.6008,0.7049,0.596,1
0.4221,0.6772,0.6698,0.7355,0.5011,1
0.5087,0.6227,0.6154,0.7439,0.533,1
0.4897,0.7299,0.5306,0.6659,0.5878,1
0.3869,0.679,0.5886,0.6902,0.5741,1
0.5045,0.6803,0.5792,0.6458,0.5756,1
0.3993,0.8155,0.6095,0.7052,0.4969,1
0.2715,0.682,0.6378,0.7485,0.5264,1
0.4391,0.6774,0.6173,0.6717,0.5495,1
0.4152,0.7067,0.6049,0.7512,0.5357,1
0.4706,0.7336,0.6094,0.7241,0.5019,1
0.4517,0.6488,0.5586,0.7149,0.486,1
0.5905,0.7164,0.5985,0.7529,0.4964,1
0.4293,0.6383,0.6034,0.7717,0.4967,1
0.441,0.6551,0.5318,0.677,0.5401,1
0.5279,0.6791,0.5564,0.6976,0.5462,1
0.4626,0.66,0.5943,0.7146,0.5637,1
0.388,0.6677,0.6213,0.7432,0.5078,1
0.5055,0.6561,0.653,0.7056,0.4803,1
0.4629,0.6641,0.6239,0.7059,0.5252,1
0.3111,0.7034,0.5165,0.6677,0.5688,1
0.3873,0.7539,0.5686,0.6616,0.5221,1
0.3817,0.6082,0.5732,0.6835,0.5134,1
0.2966,0.6315,0.5955,0.6833,0.5631,1
0.4498,0.6397,0.4756,0.7064,0.5443,1
0.4533,0.717,0.641,0.7406,0.4866,1
0.4044,0.683,0.5737,0.6827,0.5693,1
0.4211,0.7092,0.5514,0.7038,0.5373,1
0.3993,0.6802,0.6268,0.6675,0.568,1
0.3819,0.7428,0.5514,0.6825,0.5384,1
0.3528,0.6797,0.597,0.6721,0.5201,1
0.3765,0.6649,0.6487,0.705,0.5612,1
0.4557,0.689,0.5375,0.7089,0.5095,1
0.4721,0.6312,0.6021,0.6879,0.525,1
0.4756,0.6957,0.6312,0.7132,0.476,1
0.3855,0.7594,0.5422,0.6675,0.5948,1
0.3845,0.7111,0.6428,0.7084,0.5217,1
0.4674,0.7498,0.6554,0.6994,0.4625,1
0.4866,0.7243,0.681,0.6973,0.5352,1
0.4332,0.6918,0.6317,0.7176,0.5565,1
0.4769,0.6922,0.5756,0.7006,0.4937,1
0.4122,0.6595,0.4885,0.6518,0.5528,1
0.3213,0.6539,0.5809,0.6868,0.5216,1
0.4897,0.696,0.6125,0.7768,0.5712,1
0.4586,0.6473,0.5687,0.6724,0.5302,1
0.3253,0.7496,0.5242,0.6403,0.5116,1
0.4685,0.7322,0.5229,0.7115,0.5851,1
0.4722,0.7284,0.5848,0.6692,0.4949,1
0.4934,0.7241,0.6397,0.7032,0.5284,1
0.4845,0.6178,0.6359,0.7559,0.5717,1
0.4545,0.5585,0.6335,0.7247,0.5034,1
0.3641,0.7034,0.6684,0.7122,0.4849,1
0.458,0.7273,0.5422,0.6745,0.5201,1
0.454,0.7342,0.5968,0.639,0.5103,1
0.469,0.7247,0.6284,0.7481,0.5558,1
0.3293,0.7292,0.5253,0.6729,0.5531,1
0.4313,0.6709,0.5555,0.6996,0.4871,1
0.4244,0.6104,0.6024,0.6894,0.533,1
0.4074,0.7123,0.6051,0.7297,0.5578,1
0.4213,0.7309,0.5463,0.6645,0.5426,1
0.3597,0.6533,0.6441,0.7322,0.5592,1
0.4893,0.7107,0.6081,0.7163,0.5109,1
0.446,0.6568,0.539,0.7442,0.5849,1
0.3533,0.7399,0.6054,0.664,0.5341,1
0.4203,0.6878,0.5818,0.7237,0.5296,1
0.3867,0.7502,0.6299,0.7086,0.4756,1
0.0316,0.7472,0.6257,0.3997,0.549,2
0.2118,0.76,0.6362,0.4108,0.4779,2
0.0882,0.8652,0.7803,0.3855,0.6163,2
0.3223,0.737,0.6124,0.3526,0.6378,2
0.1004,0.7496,0.7348,0.4789,0.6175,2
0.1418,0.8826,0.7494,0.5188,0.5978,2
0.2315,0.8076,0.695,0.4939,0.6342,2
0.0,0.79,0.8497,0.4931,0.5838,2
0.4221,0.7288,0.7502,0.4213,0.5738,2
0.2167,0.7334,0.7669,0.4118,0.5373,2
0.0778,0.8878,0.6518,0.3743,0.6821,2
0.1329,0.7403,0.6543,0.4288,0.3588,2
0.05,0.7769,0.891,0.3542,0.5778,2
0.2884,0.8277,0.7775,0.5321,0.6045,2
0.3595,0.8031,0.6888,0.3865,0.6167,2
0.1261,0.9824,0.7501,0.4126,0.541,2
0.4342,0.8332,0.7293,0.3391,0.4833,2
0.0823,0.7098,0.7739,0.4819,0.5387,2
0.4212,0.6741,0.7786,0.4829,0.6524,2
0.2813,0.8792,0.7299,0.273,0.6074,2
0.1355,0.7873,0.5225,0.3834,0.4946,2
0.1514,0.7287,0.771,0.518,0.5487,2
0.0129,0.7753,0.6906,0.41,0.5209,2
0.2372,0.7488,0.7012,0.4376,0.5371,2
0.2461,0.7678,0.617,0.3414,0.6752,2
0.2702,0.9556,0.6084,0.4392,0.5874,2
0.3228,0.8133,0.8299,0.4376,0.6738,2
0.0286,0.7839,0.6695,0.5589,0.5033,2
0.0993,0.8577,0.7626,0.3912,0.5468,2
0.3932,0.6527,0.6234,0.4103,0.5323,2
0.1668,0.6974,0.7858,0.482,0.5241,2
0.0461,0.7992,0.7214,0.4074,0.5488,2
0.3629,0.8175,0.7826,0.4174,0.5415,2
0.2716,0.8332,0.69,0.5039,0.5236,2
0.2025,0.695,0.6134,0.3026,0.5528,2
0.1654,0.922,0.7611,0.3823,0.5134,2
0.0834,0.8457,0.546,0.3654,0.5744,2
0.2176,0.6801,0.5888,0.3055,0.5453,2
0.0741,0.8906,0.7929,0.4884,0.4526,2
0.3592,0.6606,0.8469,0.3229,0.5357,2
0.3725,0.6949,0.7728,0.4227,0.4812,2
0.0559,0.8386,0.6642,0.4668,0.6518,2
0.2085,0.7586,0.8519,0.3314,0.6089,2
0.111,0.7501,0.577,0.3914,0.5436,2
0.1196,0.8253,0.6464,0.4651,0.6178,2
0.1092,0.7184,0.7935,0.4486,0.8076,2
0.4014,0.7688,0.7168,0.4845,0.3796,2
0.0841,0.8037,0.7481,0.3187,0.6862,2
0.0699,0.7577,0.6441,0.4056,0.6092,2
0.0229,0.8091,0.6786,0.4189,0.4596,2
0.1064,0.6823,0.791,0.4463,0.6749,2
0.0919,0.7162,0.6627,0.4045,0.7346,2
0.2349,0.7354,0.6803,0.4985,0.5982,2
0.0624,0.7086,0.8414,0.3701,0.5943,2
0.1837,0.8568,0.9046,0.4338,0.5711,2
0.0608,0.7126,0.8072,0.4524,0.6962,2
0.2792,0.7951,0.8248,0.4039,0.5725,2
0.5712,0.7684,0.6756,0.3732,0.5624,2
0.3857,0.8672,0.703,0.4898,0.4938,2
0.2807,0.7032,0.6425,0.2896,0.5499,2
0.0499,0.7432,0.7552,0.3733,0.6939,2
0.2329,0.7983,0.6365,0.3547,0.6147,2
0.3842,0.781,0.7343,0.3938,0.533,2
0.0992,0.7531,0.6169,0.4763,0.5493,2
0.3137,0.8385,0.7968,0.3126,0.5845,2
0.0808,0.7287,0.7242,0.5019,0.4645,2
0.559,0.5233,0.8724,0.4211,0.5925,2
0.3955,0.8005,0.7808,0.3492,0.5876,2
0.0816,0.7869,0.7034,0.3533,0.6131,2
0.3644,0.8272,0.7711,0.4008,0.5568,2
0.0691,0.7111,0.6496,0.443,0.5963,2
0.0116,0.8291,0.8205,0.4041,0.672,2
0.261,0.7057,0.7492,0.556,0.5396,2
0.1795,0.8411,0.612,0.3755,0.5774,2
0.2533,0.7264,0.6688,0.4591,0.509,2
0.0623,0.922,0.7163,0.329,0.6219,2
0.2885,0.7205,0.6931,0.4207,0.5399,2
0.2141,0.7199,0.7435,0.4881,0.7297,2
0.2135,0.8855,0.6879,0.3541,0.5201,2
0.223,0.9028,0.8672,0.3747,0.6046,2
0.2089,0.8274,0.8474,0.4047,0.5589,2
0.2987,0.7456,0.7926,0.484,0.5931,2
0.3174,0.608,0.7803,0.4523,0.6388,2
0.1597,0.9068,0.7054,0.4514,0.651,2
0.1516,0.9741,0.9165,0.3606,0.5966,2
0.2919,0.8417,0.8405,0.4598,0.5382,2
0.3934,0.6727,0.7478,0.305,0.495,2
0.3695,0.8341,0.8316,0.2607,0.6475,2
0.3235,0.7306,0.8329,0.4845,0.4312,2
0.4048,0.7186,0.7475,0.5587,0.622,2
0.2551,0.5905,0.7927,0.3972,0.5629,2
0.295,0.9752,0.8028,0.4442,0.5756,2
0.1279,0.8599,0.7598,0.3226,0.4998,2
0.19,0.5039,0.8543,0.3309,0.5525,2
0.1468,0.6463,0.6217,0.4058,0.6177,2
0.2048,0.7684,0.7486,0.416,0.5293,2
0.0534,0.8125,0.7069,0.3989,0.3144,2
0.2425,0.9148,0.6096,0.5121,0.7146,2
0.1306,0.7039,0.7397,0.3813,0.5804,2
0.1973,0.7743,0.7493,0.5196,0.5803,2
0.6219,0.4682,0.4494,0.6628,0.3587,3
0.4873,0.5927,0.6054,0.6875,0.3466,3
0.4401,0.4497,0.5114,0.6614,0.341,3
0.6233,0.6025,0.5666,0.6362,0.339,3
0.5455,0.4413,0.5943,0.7638,0.4099,3
0.3816,0.3679,0.6066,0.7451,0.3794,3
0.5335,0.5351,0.5102,0.6459,0.3397,3
0.6248,0.4619,0.4522,0.6988,0.3835,3
0.5097,0.6342,0.5335,0.5895,0.3335,3
0.7366,0.4493,0.4701,0.7671,0.3848,3
0.478,0.5221,0.4962,0.7202,0.3827,3
0.5059,0.4469,0.5923,0.729,0.3409,3
0.3618,0.4099,0.5355,0.7241,0.3178,3
0.4982,0.4527,0.4203,0.6747,0.3789,3
0.4413,0.4911,0.4581,0.6514,0.3826,3
0.5567,0.4476,0.4161,0.6945,0.2987,3
0.561,0.4444,0.6534,0.6985,0.4015,3
0.5533,0.4758,0.4908,0.7304,0.4401,3
0.7621,0.5047,0.5265,0.7132,0.3856,3
0.5039,0.4438,0.5491,0.7126,0.3828,3
0.4794,0.5088,0.4806,0.7609,0.351,3
0.6799,0.4995,0.54,0.6968,0.3402,3
0.5288,0.4907,0.5199,0.7638,0.3232,3
0.5111,0.5046,0.5995,0.66,0.3285,3
0.5186,0.4478,0.4873,0.6856,0.3019,3
0.5542,0.534,0.5454,0.6863,0.316,3
0.5974,0.5309,0.5417,0.7073,0.4449,3
0.5607,0.5639,0.5837,0.7116,0.3417,3
0.674,0.5662,0.4272,0.7182,0.3819,3
0.3644,0.5054,0.5298,0.6666,0.2816,3
0.4277,0.5516,0.5152,0.6867,0.2845,3
0.6226,0.4453,0.4908,0.6742,0.3771,3
0.5925,0.4829,0.5212,0.7141,0.3123,3
0.4704,0.424,0.5543,0.6876,0.312,3
0.5519,0.4962,0.4788,0.6932,0.363,3
0.4977,0.5418,0.5298,0.7452,0.3441,3
0.4576,0.6015,0.4836,0.7542,0.3788,3
0.5236,0.6222,0.667,0.6721,0.3935,3
0.5458,0.3648,0.4727,0.7168,0.4003,3
0.5458,0.6468,0.5298,0.6563,0.4292,3
0.6222,0.558,0.5198,0.6513,0.2531,3
0.5095,0.5552,0.5508,0.6676,0.2824,3
0.3596,0.5527,0.4783,0.7348,0.2724,3
0.406,0.4561,0.6261,0.6915,0.3132,3
0.4697,0.4931,0.5352,0.7128,0.2592,3
0.643,0.511,0.5128,0.6991,0.3506,3
0.6507,0.5415,0.557,0.6558,0.3274,3
0.6057,0.5181,0.516,0.6954,0.3444,3
0.4864,0.4632,0.478,0.7573,0.35,3
0.5456,0.4815,0.5601,0.6617,0.403,3
0.3861,0.4289,0.5549,0.7102,0.3374,3
0.3198,0.4805,0.5274,0.715,0.307,3
0.5947,0.4917,0.6473,0.6719,0.325,3
0.4058,0.4801,0.481,0.7162,0.4231,3
0.6383,0.5181,0.5241,0.6867,0.3582,3
0.6479,0.4046,0.5406,0.7196,0.3175,3
0.4024,0.5229,0.5152,0.75,0.3736,3
0.4821,0.5535,0.5482,0.7205,0.365,3
0.5485,0.5338,0.467,0.6784,0.3506,3
0.6254,0.5544,0.6397,0.6194,0.3802,3
0.5458,0.5169,0.6034,0.674,0.2579,3
0.6578,0.5122,0.533,0.7118,0.3756,3
0.5273,0.4128,0.5329,0.7439,0.3882,3
0.6167,0.4841,0.6667,0.7599,0.362,3
0.5352,0.584,0.378,0.6542,0.326,3
0.681,0.5041,0.4537,0.7467,0.3712,3
0.4774,0.5228,0.5231,0.7248,0.3426,3
0.4354,0.4702,0.5003,0.6759,0.2871,3
0.4117,0.6427,0.4818,0.701,0.4045,3
0.7165,0.525,0.5614,0.6792,0.2396,3
0.4309,0.578,0.54,0.6825,0.3291,3
0.3783,0.5998,0.5905,0.7346,0.443,3
0.6346,0.4607,0.5645,0.6709,0.3243,3
0.4295,0.46,0.4861,0.7178,0.3014,3
0.5584,0.5201,0.5622,0.66,0.3903,3
0.6102,0.5437,0.5656,0.7141,0.3693,3
0.4938,0.4463,0.5285,0.6531,0.3871,3
0.5481,0.5593,0.5509,0.6873,0.3539,3
0.7448,0.6086,0.4461,0.7471,0.3286,3
0.5746,0.4009,0.6122,0.7199,0.3173,3
0.4981,0.5411,0.5477,0.6597,0.3779,3
0.4605,0.5448,0.5561,0.6502,0.3241,3
0.5751,0.4807,0.586,0.6846,0.3499,3
0.5163,0.5166,0.5281,0.7845,0.4087,3
0.517,0.5293,0.5942,0.6548,0.3241,3
0.4898,0.5793,0.4955,0.6277,0.4196,3
0.6715,0.5082,0.5149,0.7092,0.2924,3
0.4742,0.4659,0.525,0.7166,0.3338,3
0.516,0.5236,0.5228,0.7342,0.3442,3
0.6305,0.5573,0.488,0.5693,0.3754,3
0.5602,0.535,0.5207,0.7415,0.4601,3
0.6741,0.5999,0.537,0.6689,0.2656,3
0.5207,0.5377,0.5441,0.7207,0.3049,3
0.5331,0.6132,0.4905,0.7733,0.4643,3
0.5054,0.4719,0.5551,0.6574,0.3516,3
0.5114,0.6472,0.4855,0.7075,0.3844,3
0.4594,0.5434,0.6787,0.7629,0.3037,3
0.5035,0.5303,0.4748,0.6881,0.2755,3
0.6847,0.4423,0.4326,0.6413,0.3832,3
0.6766,0.4717,0.4724,0.7393,0.4252,3
0.7855,0.4333,0.2452,0.459,0.6148,4
0.7785,0.5225,0.3692,0.4834,0.5538,4
0.753,0.3687,0.2774,0.5261,0.5315,4
0.8361,0.3616,0.3365,0.6716,0.5889,4
0.539,0.4056,0.2755,0.5823,0.5071,4
0.6217,0.5382,0.3979,0.5222,0.5923,4
0.7226,0.491,0.1804,0.531,0.6251,4
0.7085,0.3508,0.1976,0.6172,0.6381,4
0.8198,0.4013,0.2969,0.603,0.5084,4
0.5731,0.4696,0.4356,0.3932,0.4983,4
0.7388,0.4331,0.2516,0.5207,0.6152,4
0.7359,0.2936,0.2232,0.5412,0.563,4
0.7708,0.3992,0.3509,0.6137,0.4667,4
0.8199,0.3752,0.2416,0.5918,0.4595,4
0.6393,0.4344,0.2971,0.6744,0.6034,4
0.7664,0.2197,0.2922,0.583,0.5777,4
0.6612,0.315,0.3308,0.6585,0.6495,4
0.6305,0.2889,0.4074,0.6387,0.5221,4
0.7389,0.3688,0.2458,0.576,0.5703,4
0.6416,0.5149,0.2538,0.5806,0.5677,4
0.7263,0.3188,0.3582,0.5401,0.4937,4
0.5405,0.325,0.1115,0.4984,0.5546,4
0.7439,0.3017,0.3338,0.5766,0.5826,4
0.752,0.4779,0.1905,0.5135,0.583,4
0.5219,0.3602,0.2012,0.5011,0.6414,4
0.3412,0.4048,0.2338,0.5889,0.695,4
0.7588,0.3697,0.303,0.6146,0.5017,4
0.7827,0.5453,0.1944,0.6046,0.6588,4
0.5611,0.3084,0.4054,0.5793,0.5644,4
0.6027,0.6,0.1365,0.5075,0.5068,4
0.6502,0.3937,0.4294,0.5834,0.4765,4
0.637,0.4895,0.1854,0.5949,0.6027,4
0.8241,0.4368,0.2612,0.5486,0.5383,4
0.5819,0.4048,0.3233,0.5455,0.6036,4
0.5934,0.284,0.1853,0.5122,0.6989,4
0.5385,0.3141,0.2662,0.4405,0.5343,4
0.7515,0.3858,0.2442,0.548,0.6211,4
0.6677,0.3252,0.2948,0.6108,0.5294,4
0.6966,0.4407,0.3031,0.5741,0.5271,4
0.6464,0.5085,0.2044,0.4983,0.5418,4
0.7313,0.3328,0.2913,0.4775,0.519,4
0.7135,0.4511,0.2433,0.6079,0.6966,4
0.5941,0.5682,0.4158,0.6192,0.4876,4
0.8124,0.3165,0.1338,0.6573,0.6516,4
0.6859,0.4766,0.1433,0.589,0.5778,4
0.6481,0.3267,0.1954,0.6668,0.5421,4
0.6076,0.5107,0.3591,0.5622,0.5275,4
0.6424,0.3534,0.2061,0.564,0.6448,4
0.7347,0.2608,0.2858,0.4718,0.57,4
0.6029,0.3649,0.2254,0.5855,0.5909,4
0.8067,0.4226,0.2089,0.5923,0.482,4
0.5595,0.475,0.1849,0.6486,0.6237,4
0.6317,0.3409,0.1474,0.5487,0.5238,4
0.7642,0.2786,0.4005,0.562,0.5794,4
0.6668,0.4238,0.2715,0.4705,0.6276,4
0.8219,0.5488,0.2319,0.5863,0.5678,4
0.5672,0.4683,0.2446,0.6659,0.5713,4
0.8127,0.4244,0.2973,0.6501,0.6902,4
0.6426,0.3943,0.3535,0.5031,0.5788,4
0.5698,0.3975,0.4591,0.4995,0.7252,4
0.9478,0.4072,0.1042,0.5849,0.804,4
0.3951,0.3814,0.1252,0.5492,0.5893,4
0.5738,0.3307,0.2947,0.6093,0.5554,4
0.8101,0.2681,0.2109,0.6097,0.6189,4
0.6029,0.3398,0.4043,0.5437,0.5643,4
0.5175,0.4797,0.2448,0.5174,0.4441,4
0.5462,0.3303,0.1971,0.4853,0.4837,4
0.6559,0.4082,0.0756,0.5848,0.6031,4
0.6089,0.2866,0.3044,0.4207,0.4892,4
0.7802,0.3905,0.3813,0.5854,0.402,4
0.6475,0.4995,0.2694,0.4915,0.5179,4
0.6488,0.3333,0.4098,0.5533,0.6393,4
0.695,0.3492,0.1251,0.4694,0.5974,4
0.9389,0.392,0.4488,0.5264,0.6993,4
0.5401,0.3314,0.1513,0.5499,0.6645,4
0.6349,0.4283,0.2645,0.5737,0.5634,4
0.7502,0.5084,0.113,0.4757,0.4331,4
0.7867,0.4413,0.3133,0.4644,0.6303,4
0.5764,0.3259,0.1438,0.5273,0.6072,4
0.559,0.2945,0.3547,0.654,0.4876,4
0.7577,0.42,0.2544,0.4886,0.5846,4
0.4699,0.4131,0.2241,0.4804,0.6561,4
0.6529,0.5817,0.3074,0.5905,0.4962,4
0.6515,0.4697,0.3201,0.4644,0.5995,4
0.7044,0.495,0.2794,0.5661,0.4678,4
0.6648,0.3634,0.2439,0.5002,0.7155,4
0.8398,0.5265,0.2886,0.5869,0.5691,4
0.5077,0.3672,0.248,0.5897,0.6009,4
0.7151,0.3046,0.3571,0.521,0.6853,4
0.6625,0.3748,0.3421,0.5103,0.6161,4
0.672,0.4085,0.2352,0.5962,0.544,4
0.5698,0.3503,0.3309,0.5365,0.5161,4
0.4609,0.3998,0.2085,0.6175,0.5392,4
0.5852,0.3343,0.3409,0.4636,0.4846,4
0.5833,0.523,0.4123,0.5435,0.6085,4
0.5667,0.3978,0.4058,0.5971,0.46,4
0.6833,0.312,0.2504,0.6396,0.6272,4
1.0,0.4395,0.1882,0.5623,0.4989,4
0.7041,0.3334,0.2673,0.5419,0.5623,4
0.7106,0.3615,0.1923,0.5188,0.491,4
0.7768,0.7342,0.5654,0.7982,0.2974,5
0.7591,0.7894,0.7274,0.9203,0.1739,5
0.6873,0.6775,0.4642,0.8151,0.2173,5
0.5621,0.6233,0.6903,0.8064,0.0727,5
0.6218,0.7348,0.5563,0.8057,0.1919,5
0.555,0.7944,0.5539,0.8925,0.1758,5
0.5806,0.6374,0.5392,0.8188,0.1731,5
0.7334,0.7146,0.4983,0.965,0.1355,5
0.6382,0.6965,0.6432,0.8925,0.1026,5
0.5719,0.7822,0.6549,0.937,0.2829,5
0.5337,0.7006,0.5455,0.9296,0.2398,5
0.8484,0.6976,0.6148,1.0,0.3005,5
0.7057,0.6696,0.7983,0.9384,0.2051,5
0.6179,0.8287,0.5797,0.9111,0.1478,5
0.4909,0.6203,0.6552,0.9222,0.151,5
0.7713,0.6444,0.6916,0.9788,0.0992,5
0.7288,0.7048,0.726,0.8826,0.0945,5
0.6475,0.8212,0.5252,0.8316,0.172,5
0.6144,0.802,0.5801,0.9145,0.1553,5
0.6646,0.7654,0.5657,0.8342,0.1201,5
0.6161,0.752,0.4839,0.7584,0.0755,5
0.7652,0.6538,0.6895,0.8061,0.2553,5
0.4119,0.6554,0.601,0.9326,0.0835,5
0.5984,0.6531,0.7794,0.8186,0.1357,5
0.6692,0.7239,0.5283,0.83,0.2739,5
0.5798,0.6916,0.5862,0.8614,0.1004,5
