var-0,var-1,ETIQ
0.6402,0.0773,1
0.6424,0.0797,1
0.6301,0.1114,1
0.6599,0.121,1
0.6394,0.0807,1
0.6359,0.1056,1
0.6407,0.038,1
0.641,0.0938,1
0.5923,0.0,1
0.6836,0.054,1
0.7095,0.0166,1
0.6359,0.0567,1
0.6025,0.0325,1
0.6596,0.0851,1
0.6758,0.1078,1
0.6364,0.106,1
0.6547,0.0643,1
0.5937,0.0894,1
0.6278,0.1094,1
0.6078,0.09,1
0.7003,0.1025,1
0.5904,0.0525,1
0.6385,0.0288,1
0.6404,0.0301,1
0.6276,0.0646,1
0.6455,0.0713,1
0.5595,0.0362,1
0.5921,0.078,1
0.6887,0.0587,1
0.6224,0.0862,1
0.5901,0.0576,1
0.644,0.0512,1
0.6186,0.0402,1
0.623,0.0338,1
0.6362,0.0537,1
0.6801,0.0868,1
0.6268,0.0415,1
0.6126,0.0465,1
0.6371,0.0249,1
0.6172,0.0589,1
0.6509,0.0514,1
0.648,0.064,1
0.5883,0.1059,1
0.6508,0.0556,1
0.6253,0.0535,1
0.6651,0.0768,1
0.6667,0.0714,1
0.653,0.0767,1
0.6278,0.1211,1
0.6308,0.0827,1
0.6839,0.0174,1
0.6492,0.0595,1
0.6525,0.0338,1
0.6513,0.0748,1
0.6644,0.0682,1
0.6033,0.0882,1
0.6305,0.0532,1
0.6647,0.0809,1
0.6118,0.1111,1
0.6152,0.1013,1
0.5987,0.0764,1
0.6407,0.0529,1
0.6192,0.081,1
0.6593,0.0716,1
0.6625,0.0551,1
0.6509,0.124,1
0.653,0.0816,1
0.6552,0.0067,1
0.6217,0.0851,1
0.6104,0.0491,1
0.6487,0.0688,1
0.6378,0.0592,1
0.5958,0.0688,1
0.6268,0.0702,1
0.6624,0.0139,1
0.5967,0.0499,1
0.7608,0.9266,2
0.779,0.9475,2
0.7732,0.9425,2
0.8068,0.9182,2
0.76,0.941,2
0.7832,0.8601,2
0.7903,0.8891,2
0.7919,0.9176,2
0.7385,0.9014,2
0.6891,0.9175,2
0.7479,0.9259,2
0.7759,0.8523,2
0.7383,0.9593,2
0.7905,0.9473,2
0.7698,0.8997,2
0.7135,0.8922,2
0.7234,0.8337,2
0.71,0.9141,2
0.8306,0.8807,2
0.714,0.887,2
0.7194,0.9342,2
0.7617,0.8837,2
0.6896,0.9104,2
0.7649,0.87,2
0.7493,0.8764,2
0.7525,0.9215,2
0.8141,0.8849,2
0.7474,0.9606,2
0.7778,0.7996,2
0.7556,0.8865,2
0.7401,0.9309,2
0.8111,0.9815,2
0.8017,0.8601,2
0.7622,1.0,2
0.7867,0.8859,2
0.7382,0.8732,2
0.7973,0.9166,2
0.7162,0.8704,2
0.7855,0.8878,2
0.7829,0.8626,2
0.7979,0.9076,2
0.7241,0.9443,2
0.7455,0.9047,2
0.7355,0.9367,2
0.7871,0.9164,2
0.7757,0.9124,2
0.7413,0.8424,2
0.7194,0.8604,2
0.8005,0.9204,2
0.7384,0.8826,2
0.8218,0.8841,2
0.7333,0.9002,2
0.7751,0.9457,2
0.6811,0.8741,2
0.742,0.9145,2
0.7101,0.9351,2
0.7708,0.8685,2
0.7952,0.9049,2
0.7258,0.8382,2
0.7651,0.8663,2
0.799,0.9524,2
0.7321,0.8989,2
0.746,0.8037,2
0.7566,0.9837,2
0.7942,0.964,2
0.7704,0.8384,2
0.7058,0.8839,2
0.7531,0.9686,2
0.7235,0.786,2
0.7791,0.9099,2
0.7853,0.8413,2
0.7119,0.8929,2
0.7136,0.8112,2
0.6877,0.9087,2
0.7764,0.8701,2
0.7698,0.962,2
0.7811,0.8944,2
0.8118,0.8376,2
0.7231,0.9469,2
0.7467,0.9063,2
0.7078,0.9004,2
0.7417,0.9273,2
0.7906,0.8871,2
0.6792,0.9115,2
0.7235,0.8808,2
0.7687,0.897,2
0.7515,0.9018,2
0.7563,0.8625,2
0.7473,0.85,2
0.7164,0.8501,2
0.7177,0.928,2
0.7661,0.8986,2
0.746,0.9256,2
0.8038,0.8544,2
0.8182,0.8563,2
0.7576,0.9123,2
0.7521,0.8842,2
0.6964,0.9411,2
0.7535,0.8745,2
0.7142,0.8452,2
0.2902,0.2107,3
0.2783,0.1616,3
0.2818,0.2591,3
0.2235,0.2721,3
0.2974,0.2019,3
0.2523,0.2191,3
0.2686,0.2222,3
0.2581,0.3133,3
0.2643,0.1706,3
0.3099,0.19,3
0.2993,0.199,3
0.2581,0.2518,3
0.256,0.1722,3
0.2681,0.2347,3
0.2397,0.2892,3
0.3209,0.2122,3
0.2304,0.1732,3
0.3212,0.2587,3
0.2652,0.2208,3
0.2491,0.1799,3
0.2183,0.2024,3
0.2752,0.1592,3
0.2774,0.2166,3
0.274,0.189,3
0.309,0.2227,3
0.3197,0.2184,3
0.2489,0.1647,3
0.2934,0.1991,3
0.2101,0.2465,3
0.2609,0.1897,3
0.2664,0.1938,3
0.2765,0.1842,3
0.2018,0.1964,3
0.2668,0.1804,3
0.2298,0.1812,3
0.3042,0.2175,3
0.3379,0.2392,3
0.2461,0.2139,3
0.2063,0.193,3
0.3454,0.191,3
0.2443,0.1786,3
0.2847,0.1909,3
0.269,0.1527,3
0.2414,0.1804,3
0.2515,0.1722,3
0.3009,0.1545,3
0.255,0.1822,3
0.2764,0.2532,3
0.2557,0.2338,3
0.2721,0.2104,3
0.2619,0.1673,3
0.2357,0.2356,3
0.2852,0.2,3
0.252,0.1505,3
0.3213,0.161,3
0.251,0.2321,3
0.2639,0.2369,3
0.2086,0.158,3
0.2754,0.221,3
0.2218,0.2024,3
0.2609,0.2149,3
0.3004,0.1914,3
0.3549,0.1566,3
0.2916,0.2936,3
0.3109,0.1572,3
0.3159,0.2128,3
0.2516,0.2087,3
0.3083,0.2222,3
0.2611,0.2308,3
0.3207,0.2384,3
0.3371,0.2316,3
0.2486,0.1721,3
0.2744,0.1421,3
0.3145,0.1786,3
0.2317,0.2324,3
0.1852,0.1716,3
0.2232,0.235,3
0.3063,0.2552,3
0.3081,0.2855,3
0.3402,0.2596,3
0.2407,0.1777,3
0.2474,0.1423,3
0.295,0.2097,3
0.2289,0.2254,3
0.2194,0.2355,3
0.2377,0.1967,3
0.2267,0.1424,3
0.361,0.1998,3
0.326,0.2237,3
0.2763,0.1872,3
0.2479,0.1942,3
0.2792,0.191,3
0.2876,0.1808,3
0.2673,0.1948,3
0.2845,0.21,3
0.1778,0.1857,3
0.2048,0.2049,3
0.3,0.2117,3
0.2954,0.2204,3
0.2569,0.1525,3
0.4862,0.9236,4
0.5319,0.9175,4
0.5113,0.9245,4
0.4837,0.9652,4
0.5226,0.902,4
0.5835,0.9281,4
0.4895,0.9106,4
0.5269,0.9251,4
0.503,0.9112,4
0.5253,0.9055,4
0.5104,0.9272,4
0.4747,0.8982,4
0.5081,0.9197,4
0.5042,0.9258,4
0.5319,0.9655,4
0.4657,0.9439,4
0.5155,0.9216,4
0.5113,0.8981,4
0.49,0.9012,4
0.5524,0.9251,4
0.5464,0.9324,4
0.5499,0.9571,4
0.5516,0.8898,4
0.5489,0.9246,4
0.5169,0.9031,4
0.5158,0.8935,4
0.5175,0.9302,4
0.4947,0.9663,4
0.5291,0.9249,4
0.5075,0.9186,4
0.5074,0.9202,4
0.527,0.9375,4
0.5425,0.9361,4
0.504,0.9129,4
0.5299,0.8844,4
0.5133,0.9036,4
0.5032,0.9458,4
0.5612,0.9009,4
0.5619,0.9198,4
0.5309,0.9201,4
0.5415,0.8962,4
0.5427,0.9517,4
0.5126,0.9413,4
0.5263,0.9186,4
0.5405,0.8595,4
0.4888,0.9645,4
0.5162,0.8967,4
0.4931,0.9572,4
0.4996,0.9084,4
0.5335,0.9189,4
0.4793,0.914,4
0.5427,0.8923,4
0.5332,0.9134,4
0.5179,0.9198,4
0.5217,0.9627,4
0.5254,0.9788,4
0.4823,0.9463,4
0.5195,0.8958,4
0.497,0.8938,4
0.5494,0.9133,4
0.5216,0.937,4
0.5721,0.9174,4
0.4911,0.9013,4
0.5168,0.9634,4
0.5136,0.9371,4
0.5035,0.9234,4
0.5356,0.9366,4
0.5062,0.906,4
0.5278,0.9711,4
0.4954,0.9455,4
0.5287,0.8998,4
0.5783,0.9347,4
0.5177,0.8843,4
0.5174,0.9563,4
0.4923,0.9173,4
0.5176,0.9562,4
0.5259,0.9396,4
0.5412,0.9599,4
0.5104,0.892,4
0.503,0.8817,4
0.5411,0.9058,4
0.5084,0.8999,4
0.5393,0.8886,4
0.5135,0.9396,4
0.4874,0.8902,4
0.5012,0.9397,4
0.5217,0.8888,4
0.5349,0.9243,4
0.5265,0.9627,4
0.5231,0.8929,4
0.5223,0.9146,4
0.5273,0.8967,4
0.5111,0.9591,4
0.5131,0.919,4
0.5102,0.9373,4
0.5188,0.9069,4
0.4948,0.8992,4
0.5163,0.9343,4
0.5347,0.9412,4
0.5339,0.9297,4
0.8266,0.3087,5
0.819,0.3488,5
0.8641,0.3337,5
0.837,0.3491,5
0.832,0.3335,5
0.8327,0.3112,5
0.8486,0.3758,5
0.7821,0.3423,5
0.8304,0.3595,5
0.8335,0.3129,5
0.8382,0.3218,5
0.8246,0.3233,5
0.8291,0.349,5
0.8284,0.3339,5
0.8211,0.3433,5
0.8155,0.3326,5
0.8153,0.3266,5
0.8341,0.3663,5
0.8308,0.3173,5
0.8303,0.3626,5
0.8371,0.3405,5
0.8013,0.3273,5
0.811,0.3462,5
0.8256,0.2908,5
0.8327,0.3249,5
0.8298,0.3505,5
0.8179,0.334,5
0.7963,0.3755,5
0.839,0.3183,5
0.843,0.337,5
0.8444,0.3481,5
0.8121,0.3524,5
0.8424,0.3162,5
0.8474,0.3483,5
0.844,0.3536,5
0.8248,0.3388,5
0.8121,0.3672,5
0.8027,0.3214,5
0.82,0.321,5
0.8538,0.3477,5
0.8168,0.3175,5
0.8566,0.3523,5
0.8354,0.3044,5
0.8273,0.3413,5
0.8329,0.3404,5
0.809,0.3669,5
0.7849,0.3566,5
0.83,0.363,5
0.8243,0.3462,5
0.8157,0.3291,5
0.8307,0.3045,5
0.8482,0.3652,5
0.8489,0.3341,5
0.8277,0.3334,5
0.8415,0.334,5
0.8188,0.3044,5
0.8353,0.3356,5
0.8233,0.3155,5
0.8413,0.3255,5
0.8779,0.3307,5
0.852,0.3404,5
0.803,0.3457,5
0.8229,0.3278,5
0.8569,0.3281,5
0.8157,0.3499,5
0.8237,0.3369,5
0.8403,0.3302,5
0.8157,0.339,5
0.8104,0.3039,5
0.8264,0.3423,5
0.817,0.3297,5
0.7837,0.329,5
0.8383,0.3457,5
0.823,0.3634,5
0.8458,0.3559,5
0.8375,0.3498,5
0.8265,0.3213,5
0.8265,0.3185,5
0.8296,0.3334,5
0.8388,0.3296,5
0.8021,0.3471,5
0.8616,0.3096,5
0.8316,0.3395,5
0.8101,0.3532,5
0.8241,0.3364,5
0.8288,0.3089,5
0.8262,0.316,5
0.7769,0.3504,5
0.7867,0.3292,5
0.8195,0.362,5
0.8446,0.3328,5
0.828,0.3452,5
0.815,0.3445,5
0.8362,0.332,5
0.814,0.3453,5
0.8787,0.3605,5
0.8483,0.3114,5
0.7838,0.3196,5
0.8306,0.3487,5
0.8228,0.3303,5
0.4311,0.7027,6
0.3818,0.7339,6
0.3786,0.6863,6
0.3719,0.7055,6
0.386,0.7295,6
0.3756,0.7807,6
0.417,0.7243,6
0.3788,0.6998,6
0.3903,0.8049,6
0.3568,0.8176,6
0.4027,0.7505,6
0.3441,0.7585,6
0.4642,0.7998,6
0.3821,0.7634,6
0.3286,0.669,6
0.3696,0.6869,6
0.3338,0.7743,6
0.3975,0.7497,6
0.4402,0.7046,6
0.4271,0.7166,6
0.413,0.7195,6
0.3705,0.7529,6
0.373,0.8016,6
0.4713,0.6607,6
0.4182,0.7979,6
0.4044,0.7375,6
0.3806,0.7361,6
0.455,0.6953,6
0.3901,0.6662,6
0.4838,0.7718,6
0.4068,0.7094,6
0.3761,0.8631,6
0.3739,0.7285,6
0.4348,0.7659,6
0.3851,0.783,6
0.4065,0.8014,6
0.3913,0.8155,6
0.332,0.8042,6
0.3641,0.7722,6
0.4979,0.7804,6
0.3171,0.7008,6
0.4042,0.6827,6
0.3105,0.7413,6
0.4553,0.7702,6
0.3375,0.7634,6
0.4182,0.6262,6
0.372,0.7584,6
0.4592,0.7514,6
0.3998,0.6695,6
0.3546,0.6972,6
0.4466,0.7257,6
0.3507,0.7564,6
0.4153,0.6639,6
0.3749,0.6949,6
0.3559,0.825,6
0.4653,0.7213,6
0.4136,0.7938,6
0.4762,0.6985,6
0.4289,0.7875,6
0.3868,0.7468,6
0.4534,0.7757,6
0.4087,0.8016,6
0.3754,0.6773,6
0.4333,0.8098,6
0.3963,0.8452,6
0.3393,0.6946,6
0.4097,0.7267,6
0.3722,0.8168,6
0.3827,0.726,6
0.3885,0.8031,6
0.3545,0.8201,6
0.4078,0.7124,6
0.4015,0.7112,6
0.4438,0.8294,6
0.4594,0.7203,6
0.33,0.74,6
0.3747,0.7378,6
0.3821,0.6543,6
0.4064,0.6225,6
0.3741,0.7831,6
0.421,0.8245,6
0.4268,0.7275,6
0.3988,0.7333,6
0.5025,0.7839,6
0.3213,0.7036,6
0.4296,0.7732,6
0.3917,0.7411,6
0.3426,0.7193,6
0.3221,0.7817,6
0.4805,0.7112,6
0.3178,0.8523,6
0.4261,0.7211,6
0.4091,0.6897,6
0.425,0.7238,6
0.3959,0.7935,6
0.399,0.7176,6
0.4348,0.7821,6
0.4795,0.6837,6
0.4076,0.732,6
0.3045,0.7159,6
0.9267,0.4484,7
0.9413,0.4369,7
0.9452,0.4332,7
0.9669,0.4229,7
0.9684,0.4031,7
0.9524,0.4163,7
0.9288,0.3977,7
0.9537,0.4391,7
0.9726,0.4611,7
0.9361,0.4096,7
0.9361,0.4442,7
0.9236,0.4495,7
0.9518,0.436,7
0.9461,0.4594,7
0.9408,0.4287,7
0.9284,0.4517,7
0.936,0.4105,7
0.9339,0.4546,7
0.9514,0.5003,7
0.9124,0.4042,7
0.9802,0.4373,7
0.9817,0.3997,7
0.9603,0.4448,7
0.9376,0.4772,7
0.968,0.3995,7
0.9179,0.404,7
0.9001,0.4607,7
0.9384,0.4143,7
0.962,0.4106,7
0.9541,0.4161,7
0.9542,0.4388,7
0.9385,0.3957,7
0.9279,0.4147,7
0.9389,0.4127,7
0.9011,0.4229,7
0.9549,0.4257,7
0.9179,0.3669,7
0.9183,0.4253,7
0.9211,0.4135,7
0.9096,0.4701,7
0.9268,0.4344,7
0.9121,0.4533,7
0.9077,0.4381,7
0.9308,0.487,7
0.9508,0.457,7
0.9807,0.4374,7
0.9716,0.3978,7
0.9075,0.3929,7
0.9371,0.3938,7
0.9123,0.4208,7
0.9603,0.4449,7
0.9116,0.424,7
0.8939,0.4357,7
0.9604,0.4269,7
0.9334,0.4658,7
0.9611,0.4026,7
0.8821,0.4633,7
0.9467,0.4134,7
0.9294,0.4253,7
0.9488,0.4001,7
0.9446,0.3996,7
0.9342,0.4343,7
0.9267,0.4191,7
0.9592,0.4142,7
0.9594,0.4333,7
0.9161,0.4766,7
0.9478,0.4283,7
0.9068,0.4164,7
0.8888,0.4244,7
0.9106,0.5045,7
0.9107,0.3887,7
0.9933,0.3918,7
0.9119,0.4412,7
0.9421,0.4175,7
0.9226,0.4015,7
0.9697,0.422,7
0.9465,0.413,7
0.9367,0.4076,7
0.949,0.4647,7
0.8933,0.4578,7
0.8696,0.3973,7
0.9545,0.4025,7
0.919,0.4246,7
0.9306,0.3989,7
0.9403,0.4301,7
0.9192,0.3968,7
1.0,0.4039,7
0.8874,0.4071,7
0.9504,0.4448,7
0.9526,0.4062,7
0.9431,0.4503,7
0.9445,0.417,7
0.8743,0.4235,7
0.9504,0.4259,7
0.938,0.4351,7
0.9464,0.4159,7
0.956,0.4177,7
0.8954,0.427,7
0.9457,0.4543,7
0.9171,0.4307,7
0.0712,0.109,8
0.0834,0.1146,8
0.0491,0.1111,8
0.0671,0.0856,8
0.0643,0.0757,8
0.1546,0.1474,8
0.078,0.0952,8
0.0879,0.1273,8
0.0869,0.0682,8
0.1401,0.1313,8
0.0379,0.0968,8
0.0771,0.1364,8
0.0599,0.0586,8
0.1091,0.1721,8
0.1175,0.1274,8
0.096,0.052,8
0.0916,0.089,8
0.1277,0.1102,8
0.1099,0.0641,8
0.1841,0.1266,8
0.064,0.1004,8
0.0565,0.0699,8
0.0958,0.1077,8
0.0741,0.1231,8
0.0796,0.0982,8
0.1601,0.1173,8
0.1155,0.1229,8
0.0726,0.1113,8
0.1107,0.0653,8
0.0644,0.0573,8
0.0832,0.1228,8
0.071,0.0861,8
0.1115,0.1234,8
0.0938,0.1433,8
0.0638,0.122,8
0.0986,0.1321,8
0.1427,0.0965,8
0.0663,0.1127,8
0.1373,0.0872,8
0.073,0.1427,8
0.05,0.1419,8
0.1283,0.1107,8
0.0467,0.0828,8
0.1289,0.1151,8
0.0885,0.1322,8
0.187,0.1376,8
0.0631,0.1677,8
0.0737,0.1698,8
0.0915,0.1476,8
0.136,0.1352,8
0.068,0.135,8
0.0596,0.124,8
0.0614,0.1208,8
0.118,0.1264,8
0.1627,0.0818,8
0.0899,0.1282,8
0.1084,0.0963,8
0.1236,0.1275,8
0.0906,0.144,8
0.1255,0.0589,8
0.0397,0.1199,8
0.0813,0.1559,8
0.0388,0.1138,8
0.0819,0.1172,8
0.0875,0.1254,8
0.0958,0.1366,8
0.0681,0.1284,8
0.0996,0.1271,8
0.1331,0.049,8
0.1222,0.1202,8
0.0873,0.1328,8
0.1219,0.076,8
0.0834,0.1199,8
0.107,0.1229,8
0.0874,0.0937,8
0.0,0.0476,8
0.1266,0.1226,8
0.095,0.133,8
0.1398,0.0265,8
0.0835,0.0944,8
0.0537,0.0932,8
0.1131,0.1187,8
0.0967,0.0852,8
0.0909,0.1466,8
0.0786,0.1305,8
0.0632,0.1123,8
0.1002,0.1042,8
0.0774,0.1206,8
0.0796,0.1252,8
0.0307,0.0741,8
0.1018,0.1204,8
0.0529,0.0644,8
0.0727,0.1339,8
0.1185,0.1461,8
0.1264,0.0776,8
0.0792,0.1287,8
0.1085,0.0867,8
0.1183,0.1326,8
0.1334,0.1066,8
0.05,0.0817,8
0.7319,0.5708,9
0.7299,0.5794,9
0.7269,0.5891,9
0.7223,0.5966,9
0.7126,0.5819,9
0.7342,0.5932,9
0.7201,0.5837,9
0.7025,0.571,9
0.7248,0.5816,9
0.7334,0.5845,9
0.7315,0.5792,9
0.7265,0.5836,9
0.7245,0.5737,9
0.7252,0.5909,9
0.7308,0.5904,9
0.7261,0.5779,9
0.7385,0.5793,9
0.7174,0.5794,9
0.7153,0.5923,9
0.7241,0.5852,9
0.7468,0.6015,9
0.7136,0.5835,9
0.7117,0.5723,9
0.7192,0.5759,9
0.7185,0.5824,9
0.7136,0.5811,9
0.7199,0.5882,9
0.7134,0.5751,9
0.7248,0.5862,9
0.7311,0.5779,9
0.7286,0.5732,9
0.7259,0.5954,9
0.7185,0.5789,9
0.7148,0.5968,9
0.7257,0.5878,9
0.7067,0.5906,9
0.719,0.5743,9
0.7279,0.5614,9
0.7165,0.579,9
0.738,0.5767,9
0.7174,0.5899,9
0.7239,0.5936,9
0.7295,0.5685,9
0.7201,0.5832,9
0.7183,0.5836,9
0.7229,0.568,9
0.7246,0.5726,9
0.7334,0.5748,9
0.7135,0.5739,9
0.723,0.5879,9
0.7314,0.5719,9
0.7208,0.6047,9
0.7148,0.5764,9
0.7316,0.5848,9
0.7223,0.5741,9
0.7256,0.5836,9
0.7288,0.5782,9
0.7265,0.5885,9
0.7271,0.572,9
0.7134,0.5804,9
0.7272,0.5932,9
0.7286,0.5772,9
0.7329,0.5986,9
0.716,0.5878,9
0.7259,0.5878,9
0.7279,0.5539,9
0.726,0.5872,9
0.7239,0.596,9
0.7189,0.5662,9
0.729,0.568,9
0.7252,0.5861,9
0.7084,0.576,9
0.707,0.58,9
0.7138,0.5902,9
0.7251,0.5645,9
0.7231,0.5744,9
0.7333,0.571,9
0.7204,0.5827,9
0.7309,0.5706,9
0.7131,0.5857,9
0.7292,0.582,9
0.7092,0.5692,9
0.7297,0.5698,9
0.7211,0.5949,9
0.7147,0.568,9
0.7101,0.5947,9
0.7246,0.5884,9
0.7045,0.5829,9
0.7045,0.5844,9
0.7275,0.5916,9
0.7122,0.5846,9
0.7164,0.5842,9
0.7209,0.5746,9
0.7136,0.582,9
0.7087,0.565,9
0.7077,0.5853,9
0.7212,0.5821,9
0.7372,0.5882,9
0.6967,0.5662,9
0.7349,0.5822,9
