var-0,var-1,var-2,var-3,var-4,var-5,var-6,var-7,var-8,var-9,var-10,var-11,var-12,var-13,var-14,var-15,var-16,var-17,var-18,var-19,var-20,var-21,var-22,var-23,var-24,var-25,var-26,var-27,var-28,var-29,var-30,var-31,var-32,var-33,var-34,var-35,var-36,var-37,var-38,var-39,var-40,var-41,var-42,var-43,var-44,var-45,var-46,var-47,var-48,var-49,var-50,var-51,var-52,var-53,var-54,var-55,var-56,var-57,var-58,var-59,ETIQ
0.8284,0.1695,0.8309,0.4974,0.1686,0.5049,0.1647,0.1718,0.5015,0.8347,0.1671,0.1605,0.4957,0.1689,0.1691,0.1616,0.8351,0.4997,0.501,0.1654,0.4964,0.4982,0.8392,0.4961,0.5046,0.8337,0.4946,0.8373,0.4939,0.5043,0.9996980377175202,0.8875339549944073,0.46375997262576707,0.7437024470523893,0.695236793364116,0.522454609889347,0.42348679488615915,0.664073323782122,0.5555198729672033,0.265889827888687,0.3643255465919335,0.6272667630222782,0.6271288917045859,0.2095937611451607,0.6097729907070338,0.5416353907775867,0.5803538861448223,0.2982754802250144,0.10423103937300005,0.6842406145899712,0.45298650995686374,0.42324464019231234,0.45259374641970257,0.5322726545467431,0.2735723561305046,0.6872100513412742,0.1612515341651452,0.13537974926720786,0.6281167881689058,0.33258694896527236,0
0.8215,0.1973,0.8499,0.4896,0.1758,0.5356,0.1426,0.1451,0.4846,0.8568,0.1482,0.1481,0.5084,0.1729,0.1607,0.1704,0.799,0.4638,0.4655,0.1341,0.5198,0.535,0.8059,0.4916,0.4645,0.8285,0.5118,0.8424,0.5294,0.5038,0.8749287603932815,0.8713374496408887,0.6522633075694795,0.07017267325726095,0.42351808992862205,0.08902228492414066,0.05524979791048534,0.2546980854885439,0.45687376278766356,0.7593995049120491,0.6288415398407439,0.28248460193485714,0.6950690619200575,0.5065069608344968,0.5075296156707131,0.6680905234868587,0.6163980359411709,0.4327399882261812,0.18362978064542862,0.4749948092204215,0.272367763462335,0.9689688954102166,0.387676253165151,0.8949923316286392,0.20329209670168266,0.5713575000287521,0.8227672613292927,0.29532988893801876,0.3864239969002409,0.35798393153127667,0
0.825,0.1644,0.8326,0.4969,0.158,0.5024,0.1665,0.1706,0.4975,0.8253,0.1623,0.1606,0.4993,0.1602,0.1588,0.1671,0.8266,0.4926,0.4929,0.1705,0.5057,0.5058,0.8348,0.5025,0.5047,0.832,0.5002,0.8373,0.5025,0.502,0.2636220634323303,0.441645686622701,0.3415258701814652,0.726546393909013,0.4825965308099226,0.44676557819006135,0.47700809379806863,0.47991137269101614,0.6896387006328037,0.7198476893232635,0.8010969737326715,0.40525688164589924,0.7935398606099887,0.9647259459117272,0.9923494116644874,0.7740454976203436,0.45935823830234274,0.8381801895660227,0.4371539970960716,0.776222341873989,0.720300212483414,0.6460270219025629,0.47673189599994514,0.19626870901406676,0.2682957215554545,0.6115249502691558,0.7528697603194937,0.31112769069979584,0.25665529922677943,0.6832691320465314,0
0.8626,0.1738,0.7761,0.4612,0.2049,0.4838,0.2383,0.1415,0.5339,0.7565,0.1266,0.2369,0.4351,0.1918,0.0723,0.1885,0.8236,0.5799,0.5651,0.2213,0.4678,0.5338,0.7643,0.498,0.4779,0.8273,0.4548,0.7757,0.504,0.5307,0.7206556019502786,0.06548864838133828,0.8472865278538246,0.8364569716615516,0.016317818997595213,0.32766572871399635,0.3220972200771334,0.7404421224932046,0.6103062881081006,0.2823220462034699,0.186365561491604,0.16853039195927333,0.09545322921951538,0.790572738775103,0.9357357476153892,0.2190976591067405,0.4933992688672691,0.1995452038600599,0.4878221539651387,0.2897054843031538,0.4564712996993837,0.1592533267108168,0.7749403248049402,0.8550503095142106,0.8159403344441778,0.42774381079638063,0.6907615690838806,0.2666525483691632,0.3541225308202132,0.24328227393876792,0
0.8364,0.1887,0.8361,0.4829,0.1736,0.4911,0.188,0.1487,0.4979,0.8418,0.1895,0.1677,0.4942,0.1801,0.1806,0.1868,0.8441,0.4819,0.5239,0.1876,0.4968,0.5078,0.8496,0.5203,0.5109,0.8134,0.479,0.8268,0.4979,0.4908,0.21987633831820674,0.744912691964874,0.9511437223975017,0.19172722525544061,0.5718944518557192,0.4393126809218142,0.9748609274965017,0.8695919110882055,0.01604811394571537,0.2013272742878226,0.8479840747120673,0.5742410733609326,0.5228193173754018,0.8098135781591498,0.7640417052117675,0.3197265094608476,0.8722523763437185,0.5333891231196348,0.32092586919746213,0.9686494814631436,0.32697575870210493,0.8752128761402733,0.44743838462229263,0.4744004901666155,0.8834661610682865,0.7451528811207356,0.16764250649205006,0.4947590072515676,0.7374444640107859,0.5269497700502893,0
0.8727,0.2083,0.8175,0.5312,0.1182,0.5712,0.1259,0.1124,0.4814,0.8906,0.1822,0.196,0.5502,0.1487,0.2392,0.2436,0.8389,0.5393,0.5558,0.1811,0.4416,0.5247,0.8263,0.5559,0.4541,0.7563,0.4493,0.7814,0.4817,0.4539,0.954746349421138,0.326698242651259,0.04765403015638958,0.692282785313259,0.05013804909997255,0.5651792240587357,0.8597363526759456,0.39702823999942216,0.6011588397499769,0.17143016139205058,0.15773570625048083,0.6060550718704039,0.8644831653341858,0.9998379659971401,0.031138730964896166,0.25274248659766313,0.6375744845860227,0.6855269067365978,0.7423347977868422,0.4900425539156872,0.30919566471381205,0.7668230738887238,0.49781725441028213,0.5593977190795242,0.39804968744720237,0.6949229424917035,0.21959396472493126,0.5403506728609012,0.23203754864086676,0.6361740362810205,0
0.8205,0.1736,0.8066,0.4988,0.1555,0.4616,0.1802,0.1668,0.5214,0.8626,0.1316,0.1833,0.4968,0.1957,0.1368,0.1929,0.8279,0.4684,0.4971,0.1959,0.4669,0.4906,0.8008,0.4618,0.5253,0.8373,0.5055,0.8643,0.4678,0.5345,0.9209823275856519,0.5111182541062665,0.3493556684867074,0.3974146652165286,0.577889456457702,0.3476968859110544,0.1455089742241399,0.8655634034033419,0.7064894398362059,0.6098549399645308,0.722559030666315,0.9860259041500742,0.17509290094513885,0.8241687672106883,0.8223043071102077,0.4490806313969973,0.5504019615867088,0.13889067830679797,0.8648634932102244,0.3925471961838342,0.4417227743499627,0.5735032147152895,0.5700850629840538,0.21296196454907423,0.4676638709318945,0.2868695211851998,0.6780409780518216,0.3376940583796371,0.09586004296240726,0.67301675831315,0
0.844,0.1815,0.8466,0.4955,0.1465,0.521,0.1723,0.1756,0.5083,0.8248,0.1733,0.1646,0.4885,0.1666,0.1653,0.1583,0.8439,0.5173,0.5041,0.1465,0.5019,0.5055,0.8467,0.4917,0.4888,0.828,0.4857,0.8451,0.48,0.5027,0.343347824779511,0.5587765910686205,0.4583951040226183,0.1943362585979126,0.4328975725259948,0.1525588709216097,0.93220312044143,0.1874633777145578,0.6338814511159659,0.5700125055668297,0.9746576540880918,0.7935980998050621,0.36019086509285037,0.37611623823833595,0.049898122291304414,0.7289112295423053,0.6498700969424195,0.35436237851877145,0.9034118001937298,0.6715151920103274,0.1883844354036043,0.39749514458644736,0.16126266050786084,0.4408337363399629,0.4517152636642748,0.36997861520158365,0.047534543446417436,0.7559412551397721,0.6855517831979202,0.6330646712968296,0
0.8454,0.1498,0.8212,0.5178,0.1597,0.5097,0.1496,0.1655,0.4835,0.8241,0.1492,0.1732,0.4983,0.1613,0.1638,0.1732,0.8246,0.4875,0.4834,0.1722,0.5059,0.4906,0.8339,0.517,0.499,0.843,0.4946,0.8352,0.5101,0.5072,0.05183772866050185,0.3109734427656744,0.9498307423540859,0.04954204395411921,0.17674323990674723,0.636186112199416,0.36046181496956364,0.1855770297544811,0.9473848480754395,0.04276934560990486,0.5980596301214961,0.428768925948003,0.3453378882969943,0.19493098178256762,0.16280938810391388,0.41811979127475574,0.6865794852975827,0.31453028997672816,0.2879874226381216,0.18014938253849952,0.877411264302935,0.25665928727669984,0.3545741886935373,0.4244910932647772,0.43132520946428266,0.5226598643267303,0.32096000432046357,0.5991770005336183,0.6289171792603452,0.06210641810873211,0
0.8426,0.147,0.7909,0.4983,0.188,0.4866,0.1883,0.1639,0.4589,0.8411,0.1714,0.1496,0.4712,0.2131,0.1749,0.1881,0.7896,0.5223,0.4676,0.1651,0.4898,0.4894,0.8611,0.4716,0.5425,0.8668,0.4992,0.8693,0.5048,0.54,0.40562736845647096,0.75234582247811,0.4682266931317387,0.7773161331433892,0.8786623406210771,0.1731062370044163,0.879651748956727,0.5814035960002586,0.4206377353752798,0.5133557590973299,0.889966798550269,0.391965329418024,0.09429308322523045,0.959738707640517,0.1183786186206881,0.19644233920475515,0.6400614524117813,0.06368618646824446,0.8431189022631543,0.7859038927341363,0.6043477545292419,0.3308007188487659,0.7130712990043678,0.7304229816270942,0.20151544185346093,0.45799768555431886,0.3109714926593243,0.40104547873255453,0.8432075737344571,0.3669727067715937,0
0.833,0.1807,0.8405,0.5047,0.1812,0.5058,0.1592,0.171,0.4903,0.8305,0.1727,0.1576,0.4977,0.1587,0.1641,0.1588,0.8393,0.5099,0.4994,0.1729,0.5075,0.5091,0.8422,0.5046,0.507,0.8401,0.5007,0.842,0.4909,0.5065,0.10682731436678661,0.7216934981852633,0.31083827259587127,0.28996590177406645,0.6495432693465584,0.8914564110269431,0.3455822753433141,0.9072154575721394,0.6197423374294808,0.6078287828306527,0.5325268752174284,0.012220350393190804,0.1580535990286892,0.6770672305406121,0.6934089901217156,0.1534211441585064,0.43243631686950545,0.14070587583706018,0.6796062699672678,0.4799070468931361,0.9149107949395497,0.5951426805578693,0.6710098077421484,0.7772403623089126,0.8288919753292052,0.5211012941160327,0.41176634347428737,0.7539324321342136,0.3369786993747549,0.2557894078486602,0
0.8507,0.1718,0.8464,0.5524,0.2029,0.5239,0.2169,0.2132,0.4784,0.8785,0.215,0.177,0.5533,0.126,0.2045,0.1344,0.8208,0.501,0.4902,0.1688,0.449,0.4447,0.8614,0.4712,0.4721,0.8584,0.5322,0.8377,0.5398,0.4813,0.09689496092715388,0.6369910296948245,0.47430595829878197,0.5769622095369061,0.3991306989101824,0.21784631376950991,0.3554669474792327,0.968813388664999,0.18850163089050076,0.8622965034704138,0.5312451051630381,0.07486637979898325,0.811221242183946,0.017287214496327974,0.8372092651616604,0.5066704114409069,0.319496775126409,0.30459006006229783,0.24759064003043385,0.8087469040665115,0.11955770399124492,0.899146117685669,0.8087382614042128,0.8044617279990737,0.44824274001575104,0.22975653383391312,0.49721632821117534,0.34197009310027415,0.8370791742618447,0.4823122322313778,0
0.8873,0.1858,0.8813,0.5434,0.1945,0.5587,0.2018,0.1598,0.4472,0.82,0.1824,0.1007,0.5134,0.1539,0.1633,0.1066,0.775,0.5205,0.4681,0.1188,0.5507,0.4387,0.8614,0.5447,0.5549,0.8554,0.4382,0.8247,0.5518,0.4876,0.33849770452010564,0.9186190305515142,0.7269942391468164,0.3584253439639181,0.6253309806892837,0.9867250158432234,0.1710943357561402,0.20556893294532474,0.2892015722335409,0.8206624180193546,0.2469302036330141,0.2463842063123658,0.6147032420712142,0.5845755755569518,0.4187391092907451,0.15092808534931534,0.7493228956612048,0.2261999841901544,0.7889864538306656,0.6895431423319167,0.7228646996626913,0.9505639653700659,0.36991445622167485,0.11308616784803728,0.7021770662227453,0.15752299298732195,0.5806321158985973,0.39708849561491016,0.8836865163528009,0.5493190313222948,0
0.8382,0.2002,0.844,0.4807,0.1794,0.4951,0.1436,0.1073,0.4669,0.9017,0.138,0.1457,0.5664,0.1118,0.1325,0.1496,0.8284,0.4869,0.4689,0.1184,0.5077,0.4543,0.7648,0.5358,0.5364,0.8142,0.5527,0.7863,0.5554,0.525,0.5511145648429321,0.03109580371788745,0.005461745881927604,0.02766958503849759,0.05500110004610892,0.7707236391862504,0.9791484711904915,0.1246384806420936,0.38527126660502653,0.014628340766279058,0.43397974027907815,0.6616696207437576,0.624134409589682,0.9015557620509973,0.5516914886945516,0.8231724681384595,0.6308377212377763,0.43465865824595296,0.7967841829878015,0.3523612505557004,0.4789909367644908,0.18678913322341878,0.39416684573112143,0.2079746169357701,0.8667707453200455,0.4933559992417345,0.5855155440804627,0.7516575368618009,0.6184599513198432,0.342524733626279,0
0.8404,0.148,0.8442,0.4863,0.1681,0.5021,0.1485,0.1582,0.5174,0.844,0.1587,0.1864,0.4823,0.173,0.1792,0.1811,0.8394,0.5099,0.4895,0.1784,0.5075,0.5031,0.8237,0.5071,0.4814,0.8334,0.5065,0.8266,0.5041,0.4816,0.052770187726222995,0.3763269154591806,0.45910460096054595,0.33581483502497056,0.034524086109069874,0.6274685223388181,0.48882654273960335,0.709341337628441,0.36458430935415753,0.07055623932959942,0.26531356016686203,0.17607414790348352,0.46074171374219264,0.15360512791595748,0.07857627354314056,0.6171782826480013,0.1326786996206128,0.4735395648918956,0.40923325479163575,0.8528687341870087,0.7225606333674247,0.5395890209690621,0.34856189489469186,0.25436691636740527,0.45296468415311947,0.4070324807719509,0.7105415095393246,0.4587208443655378,0.8797201784495439,0.3916224918398786,0
0.811,0.1654,0.8776,0.5049,0.2246,0.4829,0.2195,0.1777,0.496,0.7905,0.2107,0.2065,0.4848,0.1426,0.1362,0.1451,0.7782,0.5478,0.4914,0.1232,0.5245,0.4562,0.8845,0.4332,0.5072,0.8523,0.4788,0.792,0.5538,0.5124,0.5248990305399446,0.14078755503076001,0.104527008064636,0.12038473999324284,0.705394943194934,0.806655387093411,0.8097608685754774,0.5757927988444504,0.6352071161056971,0.7536886969020419,0.42765279021542957,0.5097591887856695,0.7130455453644915,0.6338861663386953,0.6088183675731145,0.3170410698681391,0.5857717970650967,0.9216709034259507,0.6533758298837491,0.7973840107612941,0.14439715053236007,0.44781743074729474,0.437542829070957,0.2953130788261261,0.4220841519340025,0.26356638345876277,0.6187587547109675,0.41348880784955094,0.35626098021266883,0.3692310152768854,0
0.8878,0.0736,0.6966,0.6135,0.0797,0.3759,0.244,0.1852,0.3654,0.8494,0.1691,0.2846,0.5251,0.0693,0.2016,0.2504,0.9637,0.4474,0.5215,0.0406,0.6268,0.4004,0.8759,0.5992,0.4943,0.9665,0.4741,0.8525,0.5983,0.3652,0.6463096008521194,0.5355760083692563,0.21391855289512163,0.30579933420118466,0.6912992137814441,0.41890885048292636,0.8584281580665825,0.3741219529226343,0.6693537660685733,0.11556706933541094,0.299538340152529,0.8510880430317956,0.17554304677382027,0.6259133230205275,0.027778665742286268,0.6576057257495976,0.8349833991245423,0.3996407332926111,0.3609174656224096,0.1613961935896143,0.18122118768613513,0.775655002908426,0.804953748679587,0.11658075038030907,0.7561970889193469,0.4464080989132713,0.33216609178543743,0.47942396059831327,0.6323267732805284,0.548815881354176,0
0.8633,0.1952,0.8057,0.5163,0.1482,0.4746,0.1676,0.1841,0.4902,0.8202,0.1439,0.1728,0.5069,0.197,0.1942,0.1261,0.8042,0.4697,0.4812,0.1866,0.4991,0.519,0.8615,0.4893,0.4591,0.8097,0.5096,0.8393,0.4756,0.521,0.6092864584476281,0.4514225323226031,0.8993990249970472,0.8254559249996858,0.7732033146846798,0.3386931531627878,0.6690440138379262,0.15476854922727068,0.48977365784682036,0.3893707779530763,0.4696596093621085,0.2740920706226495,0.2117196507352196,0.5198510017502086,0.6536205110018007,0.11946823371731133,0.7396728504446101,0.4544225196830796,0.42619561307876525,0.8470513259375055,0.30919297397299406,0.4383869548997327,0.27313634328266767,0.27627637096581875,0.4730799747958424,0.12550800999124714,0.7658264462036034,0.17777302368472256,0.44795272523287044,0.8197727198359552,0
0.72,0.0836,0.8378,0.5251,0.267,0.4721,0.2419,0.16,0.4524,0.9422,0.1656,0.2165,0.4501,0.2592,0.161,0.0577,0.7293,0.4646,0.4826,0.0732,0.5839,0.5136,0.9411,0.5363,0.5719,0.7541,0.3903,0.768,0.4806,0.3918,0.562767518825868,0.9530307863253891,0.5564492671164413,0.14924763061885926,0.641615189259421,0.31657688124926275,0.9385385760468693,0.12990023236884063,0.45765684584761834,0.6737363437900138,0.9694980869283334,0.5219009000689792,0.380126287117007,0.7762920626979588,0.7869602149821939,0.09291869548237593,0.7716762590206205,0.41326047108528796,0.786281839403567,0.5172757698912599,0.320092911684782,0.2919831711167063,0.3524164842247119,0.3254591718979454,0.19612032548737143,0.2198547525932472,0.6685429493783764,0.6659955664558224,0.5674337698962786,0.8023378432255074,0
0.8544,0.1567,0.8478,0.4776,0.1839,0.4918,0.1674,0.1721,0.5055,0.8233,0.1545,0.1611,0.5028,0.142,0.1532,0.1454,0.8498,0.5099,0.5164,0.175,0.477,0.4915,0.8522,0.4983,0.4912,0.8164,0.5204,0.8133,0.4931,0.4909,0.9136729664942378,0.7214362996512742,0.12760236884067944,0.9914444089666797,0.9306820434785784,0.43526698813928355,0.6592975368913645,0.8342924830775176,0.9168838982430365,0.7230334277180315,0.09059346543940128,0.0678285133787121,0.36628066605571363,0.45599492958001464,0.3113303644779406,0.258360995272268,0.2461346218417885,0.7130449037984224,0.6250343778054465,0.09504793896118849,0.7298627458625683,0.3191228856069964,0.2486525322377563,0.37384609320625384,0.8390449293263385,0.5874369883002819,0.09749654963076104,0.4903517007986298,0.8105127322579778,0.3435136862942363,0
0.8529,0.2253,0.8675,0.5663,0.136,0.535,0.197,0.103,0.5105,0.8871,0.0998,0.1278,0.5051,0.182,0.173,0.2212,0.8161,0.5226,0.5064,0.2124,0.4845,0.5597,0.8828,0.5318,0.5592,0.8565,0.4706,0.8987,0.4789,0.4782,0.749487848033331,0.7636932181583755,0.39969609337574363,0.6980395953386618,0.1925293928446824,0.9513923730377122,0.24147850811016136,0.15622565029834712,0.3821527005596802,0.8630489298374607,0.5982359684216775,0.6861087294646065,0.8182798896986081,0.3859070747212906,0.9595201327704681,0.7789216859000222,0.21628191538188452,0.6500767707239559,0.5842171891376889,0.46434774944809853,0.3786195214355091,0.5509519816789874,0.19391515255475125,0.19973239160204231,0.7296537124316649,0.7397216677255439,0.25560157248777776,0.6041640045440853,0.6597617466536646,0.46269405732618957,0
0.8443,0.1667,0.876,0.4926,0.2039,0.4958,0.1431,0.1697,0.5149,0.8162,0.1741,0.1613,0.4589,0.1293,0.1563,0.1839,0.804,0.5398,0.4882,0.133,0.4731,0.5362,0.863,0.5139,0.4621,0.8456,0.459,0.8105,0.4628,0.5147,0.9873259668642348,0.5351720730177222,0.749366537890681,0.853762638614894,0.5916397313634473,0.13019435160937165,0.6568050339522123,0.45570247686458365,0.8542480539434153,0.20925683481859314,0.011776748703135165,0.17883965122767664,0.17080465977620274,0.3843092071404094,0.20779683625618994,0.37587269320867167,0.050696222653596947,0.699996823468834,0.14250080065679316,0.3724437897931183,0.6394905419630214,0.7499288819989748,0.5237098227888474,0.3436775559275038,0.483953361972803,0.35269375679886156,0.42997369073645536,0.673994711775515,0.11441644843269462,0.554956721766318,0
